"","DIST_WATER","ROWID_2","ID","DATE","DAY","MONTH","YEAR","TIME","SEASON","LONG","LAT","USED_AVAIL","BATH","date_char","CONC","DIST_LAND","DIST_WATER_M","USE","BATH_SCALED","DIST_SCALED","CONC_SCALED","DIST_WATER_SCALED","W"
"38",2.70975058809855,24519,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.6114412371532,58.6933888868018,0,-181.776992797852,19940505,0.916,62833.1054521322,300782.315278939,"available",0.681794922131402,-0.447840883238034,0.254376930224844,0.00582233501838929,1000
"39",2.75536272700135,24520,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.5651371816265,58.295222868488,0,-213.029006958008,19940505,0.924,49853.3311799277,305845.26269715,"available",0.560653250346568,-0.686161547540476,0.318560715082119,0.0252310005272992,1000
"40",2.63242565480987,24521,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.5614006113738,58.9403624837776,0,-176.787994384766,19940505,0.968,79872.4401938735,292199.247683896,"available",0.701133695152427,-0.134982932879105,0.671571531797132,-0.0270806114734849,1000
"41",2.57441317306046,24522,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.4991199267902,58.8877773126478,0,-166.833999633789,19940505,0.968,79259.7834669308,285759.862209711,"available",0.739718202342629,-0.146231877205279,0.671571531797132,-0.0517658132794218,1000
"42",2.65939359725347,24523,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.4854362293017,58.3630478301821,0,-184.352005004883,19940505,0.924,59135.2802721753,295192.689295135,"available",0.671813444392799,-0.515736374706542,0.318560715082119,-0.0156053378524263,1000
"43",2.58645517005742,24524,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.462810817077,58.5690240466908,0,-143.582000732422,19940505,0.948,67662.8577395882,287096.523876374,"available",0.829849545711912,-0.359162162836276,0.511112069653944,-0.046641758644068,1000
"44",2.53007416374566,24525,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.4463402806154,58.8099454491159,0,-189.61799621582,19940505,0.96,77434.0262637393,280838.232175768,"available",0.651400968715937,-0.179754468615158,0.607387746939857,-0.070632742598857,1000
"45",2.64228646051772,24526,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.4195569647482,58.2171180694115,0,-257.720001220703,19940505,0.924,47435.2535894066,293293.797117467,"available",0.387418279603092,-0.7305596892664,0.318560715082119,-0.02288468722534,1000
"46",2.4566109478542,24527,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.3357235421424,58.5956529480683,0,-137.944000244141,19940505,1,75796.5142226967,272683.815211816,"available",0.851704034871361,-0.209820704686784,0.928306671226232,-0.101892469038887,1000
"47",2.41870731483413,24528,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.2971198926763,58.5965344108948,0,-141.348007202148,19940505,1,78128.9937887551,268476.511946588,"available",0.838509138326551,-0.166994221883821,0.928306671226232,-0.118021046925285,1000
"48",2.38602955380007,24529,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.2707634876462,58.6295240765381,0,-150.052001953125,19940505,1,80427.1441217411,264849.280471808,"available",0.804769985709499,-0.124798055560885,0.928306671226232,-0.131925936034777,1000
"49",2.36738931652359,24530,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.2705219984801,58.7297811840919,0,-203.505004882812,19940505,0.96,83670.4693833701,262780.214134119,"available",0.597570983954356,-0.0652476030884144,0.607387746939857,-0.139857643229585,1000
"50",2.36856283691907,24531,"11975","1994-05-05",5,"May",1994,"21:05:00","break",-61.2139221340549,58.4710484370857,0,-132.139999389648,19940505,1,78566.5508712444,262910.474898017,"available",0.874201988537666,-0.158960269029002,0.928306671226232,-0.139358292281095,1000
"51",2.17186041474474,38557,"13284","1994-05-15",15,"May",1994,NA,"break",-61.76590630427,64.5397438182742,0,-332.954528808594,19940515,0.956,94807.0727552501,241076.506036666,"available",0.0957879097577125,0.139230738213933,0.575295854511219,-0.223058193417273,1000
"52",2.17351454691745,38558,"13284","1994-05-15",15,"May",1994,NA,"break",-61.6233792560449,64.7654425329215,0,-295.543670654297,19940515,0.996,90622.1372951718,241260.114707837,"available",0.240803007872407,0.06239145133631,0.896214778797595,-0.222354334777447,1000
"53",2.16986705852076,38559,"13284","1994-05-15",15,"May",1994,NA,"break",-61.4367414921693,64.9827546268974,0,-262.398590087891,19940515,1,79903.4506556769,240855.243495804,"available",0.36928274203228,-0.134413552110046,0.928306671226232,-0.223906397099932,1000
"54",1.48589452293983,38560,"13284","1994-05-15",15,"May",1994,NA,"break",-61.2301725559056,64.0775876651972,0,-256.303466796875,19940515,0.896,146415.773978785,164934.292046321,"available",0.392909168841907,1.08681424016417,0.0939174680816562,-0.514947213858393,1000
"55",1.58548332122381,38561,"13284","1994-05-15",15,"May",1994,NA,"break",-61.2114487890891,64.3257484977609,0,-292.849822998047,19940515,0.88,130447.270768885,175988.648655843,"available",0.25124512552087,0.793617747444829,-0.0344501016328941,-0.472570650934056,1000
"56",2.06309970271692,38562,"13284","1994-05-15",15,"May",1994,NA,"break",-61.1704903652473,65.0835336340751,0,-248.107360839844,19940515,1,77232.4475379501,229004.067001578,"available",0.424679600426641,-0.183455640517831,0.928306671226232,-0.269337546480658,1000
