,ID,DATE,DAY,MONTH,YEAR,TIME,LAT,LONG,ROWID,ICE_LAND,1_Season,2_Season
865,X10700,6-26-93,26,June,1993,16:23,65.167,-58.7,480,ice,break,break
864,X13284,6-25-93,25,June,1993,.,65.622,-58.264,479,ice,break,break
863,X13289,6-24-93,24,June,1993,.,66.733,-58.699,478,ice,break,break
862,X13292,6-24-93,24,June,1993,.,65.09,-59.538,477,ice,break,break
861,X11975,6-24-93,24,June,1993,19:52,58.65,-62.467,476,ice,break,break
860,X10709,6-23-93,23,June,1993,15:07,65.167,-66.133,475,ice,break,break
859,X10707,6-23-93,23,June,1993,15:08,64.533,-63.933,474,ice,break,break
858,X10703,6-22-93,22,June,1993,16:57,63.433,-63.533,473,ice,break,break
857,X10700,6-21-93,21,June,1993,20:30,65.9,-59.033,472,ice,break,break
856,X13284,6-21-93,21,June,1993,.,65.523,-58.762,471,ice,break,break
855,X11975,6-19-93,19,June,1993,17:34,58.833,-62.167,470,ice,break,break
854,X13289,6-18-93,18,June,1993,.,65.814,-58.996,469,ice,break,break
853,X13292,6-18-93,18,June,1993,.,64.954,-59.447,468,ice,break,break
852,X10709,6-18-93,18,June,1993,14:18,64.883,-65.6,467,ice,break,break
851,X11974,6-18-93,18,June,1993,11:11,58.233,-62.133,466,ice,break,break
850,X13284,6-17-93,17,June,1993,.,65.222,-59.67,465,ice,break,break
849,X10703,6-17-93,17,June,1993,19:38,63.167,-64.4,464,ice,break,break
848,X10700,6-16-93,16,June,1993,16:29,65.517,-59.733,463,ice,break,break
847,X13284,6-13-93,13,June,1993,.,65.516,-59.798,462,ice,break,break
846,X10707,6-13-93,13,June,1993,16:03,65.2,-65.1,461,ice,break,break
845,X10709,6-13-93,13,June,1993,12:46,64.65,-65.05,460,ice,break,break
844,X11974,6-13-93,13,June,1993,10:29,58.4,-62.317,459,ice,break,break
843,X13292,6-12-93,12,June,1993,.,66.216,-59.255,458,ice,break,break
842,X13289,6-12-93,12,June,1993,.,64.924,-59.953,457,ice,break,break
841,X10703,6-12-93,12,June,1993,19:42,63.4,-63.683,456,ice,break,break
840,X10700,6-11-93,11,June,1993,16:44,64.933,-59.667,454,ice,break,break
839,X13284,6-09-93,9,June,1993,.,65.666,-59.538,453,ice,break,break
838,X11975,6-09-93,9,June,1993,19:34,59.067,-63.033,452,ice,break,break
837,X10707,6-08-93,8,June,1993,18:10,64.983,-65.05,451,ice,break,break
836,X10709,6-08-93,8,June,1993,18:06,64.667,-65.217,450,ice,break,break
835,X10703,6-07-93,7,June,1993,14:53,63.183,-64.283,449,ice,break,break
834,X13292,6-06-93,6,June,1993,.,65.621,-58.587,448,ice,break,break
833,X13289,6-06-93,6,June,1993,.,64.002,-62.268,447,ice,break,break
832,X13284,6-05-93,5,June,1993,.,65.6,-58.769,446,ice,break,break
831,X10709,6-03-93,3,June,1993,17:27,64.433,-64.7,445,ice,break,break
368,X11974,6-03-93,3,June,1993,14:39,58.483,-62.6,444,land,break,break
830,X10703,6-02-93,2,June,1993,13:23,63.2,-64.65,443,ice,break,break
829,X13284,6-01-93,1,June,1993,.,65.361,-59.837,442,ice,break,break
828,X10700,6-01-93,1,June,1993,19:33,64.083,-62,441,ice,break,break
827,X13292,5-31-93,31,May,1993,.,65.194,-59.762,440,ice,break,break
826,X13289,5-31-93,31,May,1993,.,63.164,-62.631,439,ice,break,break
825,X10707,5-29-93,29,May,1993,13:30,65.167,-65.217,438,ice,break,break
824,X10709,5-29-93,29,May,1993,16:49,64.533,-64.817,437,ice,break,break
823,X13284,5-28-93,28,May,1993,.,65.432,-59.365,436,ice,break,break
822,X10703,5-28-93,28,May,1993,18:41,62.883,-64.15,435,ice,break,break
821,X10700,5-27-93,27,May,1993,20:24,63.4,-62.817,434,ice,break,break
820,X13292,5-25-93,25,May,1993,.,64.728,-60.652,433,ice,break,break
819,X13289,5-25-93,25,May,1993,.,62.137,-63.896,432,ice,break,break
818,X11975,5-25-93,25,May,1993,19:17,58.617,-62.35,431,ice,break,break
817,X10707,5-24-93,24,May,1993,17:50,65.35,-65.417,430,ice,break,break
816,X10709,5-24-93,24,May,1993,11:34,64.417,-64.933,429,ice,break,break
815,X10703,5-23-93,23,May,1993,19:40,62.933,-63.417,428,ice,break,break
44,X10700,5-22-93,22,May,1993,19:51,62.417,-64.55,427,land,break,break
814,X13284,5-20-93,20,May,1993,.,65.269,-59.997,426,ice,break,break
813,X11975,5-20-93,20,May,1993,18:37,58.55,-62.55,425,ice,break,break
812,X10707,5-19-93,19,May,1993,12:13,64.967,-64.3,424,ice,break,break
811,X13292,5-19-93,19,May,1993,.,64.492,-61.74,423,ice,break,break
810,X10709,5-19-93,19,May,1993,15:03,64.383,-64.767,422,ice,break,break
809,X13289,5-19-93,19,May,1993,.,62.439,-65.764,421,ice,break,break
808,X11974,5-19-93,19,May,1993,11:44,57.617,-61.5,420,ice,break,break
807,X10703,5-18-93,18,May,1993,15:22,63.433,-63.167,419,ice,break,break
806,X10700,5-17-93,17,May,1993,19:13,62.233,-64,418,ice,break,break
805,X13284,5-16-93,16,May,1993,.,64.893,-59.319,417,ice,break,break
804,X10709,5-14-93,14,May,1993,11:49,64.4,-65.017,416,ice,break,break
803,X10707,5-14-93,14,May,1993,18:09,64.25,-62.367,415,ice,break,break
802,X11974,5-14-93,14,May,1993,13:30,58.35,-62.3,414,ice,break,break
801,X13292,5-13-93,13,May,1993,.,63.725,-61.564,413,ice,break,break
800,X10703,5-13-93,13,May,1993,18:23,63.5,-62.517,412,ice,break,break
799,X13284,5-12-93,12,May,1993,.,63.861,-58.382,411,ice,break,break
798,X10700,5-12-93,12,May,1993,21:57,62.067,-62.567,410,ice,break,break
797,X11975,5-10-93,10,May,1993,14:53,58.95,-63.117,409,ice,break,break
796,X10709,5-09-93,9,May,1993,13:39,64.6,-64.167,408,ice,break,break
795,X10707,5-09-93,9,May,1993,17:30,63.3,-60.333,407,ice,break,break
794,X11974,5-09-93,9,May,1993,10:54,58.783,-62.5,406,ice,break,break
793,X10703,5-08-93,8,May,1993,15:37,63.617,-61.517,405,ice,break,break
792,X13292,5-07-93,7,May,1993,.,63.121,-60.69,404,ice,break,break
791,X13289,5-07-93,7,May,1993,.,62.826,-62.591,403,ice,break,break
790,X10700,5-07-93,7,May,1993,21:17,62.7,-61.183,402,ice,break,break
789,X11975,5-05-93,5,May,1993,18:16,58.767,-62.867,401,ice,break,break
788,X10709,5-04-93,4,May,1993,13:41,64.817,-65.433,400,ice,winter,break
787,X13284,5-04-93,4,May,1993,.,63.917,-59.57,399,ice,winter,break
786,X10707,5-04-93,4,May,1993,13:33,63.083,-63.067,398,ice,winter,break
367,X11974,5-04-93,4,May,1993,15:11,59.05,-63.233,397,land,winter,break
785,X10703,5-03-93,3,May,1993,17:24,63.617,-62.317,396,ice,winter,break
784,X10700,5-02-93,2,May,1993,17:15,63.633,-61.683,395,ice,winter,winter
783,X13292,5-01-93,1,May,1993,.,62.805,-61.553,394,ice,winter,winter
782,X13284,4-30-93,30,April,1993,.,64.342,-59.285,393,ice,winter,winter
781,X11975,4-30-93,30,April,1993,15:09,58.317,-62.383,392,ice,winter,winter
780,X10709,4-29-93,29,April,1993,17:50,64.433,-64.867,391,ice,winter,winter
779,X10707,4-29-93,29,April,1993,13:52,62.15,-63.917,390,ice,winter,winter
778,X10700,4-27-93,27,April,1993,16:12,64.117,-62.733,389,ice,winter,winter
777,X13284,4-26-93,26,April,1993,.,64.421,-57.432,388,ice,winter,winter
776,X13289,4-25-93,25,April,1993,.,64.056,-61.975,387,ice,winter,winter
775,X13292,4-25-93,25,April,1993,.,62.376,-61.896,386,ice,winter,winter
774,X10709,4-24-93,24,April,1993,12:14,64.433,-64.867,385,ice,winter,winter
773,X10707,4-24-93,24,April,1993,12:19,62.267,-64.467,383,ice,winter,winter
366,X11974,4-24-93,24,April,1993,12:22,58.533,-62.95,382,land,winter,winter
772,X10703,4-23-93,23,April,1993,19:04,64.317,-63.35,381,ice,winter,winter
771,X13284,4-22-93,22,April,1993,.,64.436,-57.68,380,ice,winter,winter
770,X10700,4-22-93,22,April,1993,17:34,64.4,-63.467,379,ice,winter,winter
769,X11975,4-20-93,20,April,1993,19:39,58.317,-62.383,378,ice,winter,winter
768,X13289,4-19-93,19,April,1993,.,64.49,-62.793,377,ice,winter,winter
767,X10709,4-19-93,19,April,1993,16:32,64.4,-64.867,376,ice,winter,winter
766,X13292,4-19-93,19,April,1993,.,63.123,-61.53,375,ice,winter,winter
765,X10707,4-19-93,19,April,1993,12:25,62.283,-64.35,374,ice,winter,winter
764,X13284,4-18-93,18,April,1993,.,64.495,-57.069,373,ice,winter,winter
763,X10703,4-18-93,18,April,1993,16:44,64.083,-64.55,372,ice,winter,winter
43,X10700,4-17-93,17,April,1993,19:45,64,-64.3,371,land,winter,winter
762,X11975,4-15-93,15,April,1993,20:41,58.583,-62.767,370,ice,winter,winter
761,X13284,4-14-93,14,April,1993,.,63.815,-57.168,369,ice,winter,winter
760,X10707,4-14-93,14,April,1993,15:51,62.633,-64,368,ice,winter,winter
759,X10703,4-13-93,13,April,1993,19:30,64.167,-64.417,367,ice,winter,winter
758,X13289,4-13-93,13,April,1993,.,63.841,-61.649,366,ice,winter,winter
757,X13292,4-13-93,13,April,1993,.,63.476,-62.286,365,ice,winter,winter
42,X10700,4-12-93,12,April,1993,17:55,63.95,-64.7,364,land,winter,winter
756,X13284,4-10-93,10,April,1993,.,62.597,-55.239,363,ice,winter,winter
755,X11975,4-10-93,10,April,1993,18:19,58.617,-62.917,362,ice,winter,winter
754,X10709,4-09-93,9,April,1993,14:20,64.283,-65.4,361,ice,winter,winter
753,X10707,4-09-93,9,April,1993,16:52,62.333,-63.917,360,ice,winter,winter
752,X11974,4-09-93,9,April,1993,10:17,58.167,-62.467,359,ice,winter,winter
751,X10700,4-07-93,7,April,1993,21:34,63.85,-64.9,358,ice,winter,winter
750,X13292,4-07-93,7,April,1993,.,62.761,-62.539,357,ice,winter,winter
749,X13284,4-06-93,6,April,1993,.,61.418,-54.906,356,ice,winter,winter
365,X11975,4-05-93,5,April,1993,19:20,58.533,-62.767,354,land,winter,winter
748,X11974,4-05-93,5,April,1993,.,57.683,-61.683,353,ice,winter,winter
41,X10709,4-04-93,4,April,1993,12:55,64.4,-65.317,352,land,winter,winter
747,X10707,4-04-93,4,April,1993,12:56,61.75,-63.767,351,ice,winter,winter
364,X11974,4-04-93,4,April,1993,14:27,55.467,-60.233,350,land,winter,winter
40,X10703,4-03-93,3,April,1993,18:06,64.167,-65.283,349,land,winter,winter
39,X10700,4-02-93,2,April,1993,18:15,63.85,-65.117,348,land,winter,winter
746,X13284,4-02-93,2,April,1993,.,61.215,-52.73,347,ice,winter,winter
745,X13289,4-01-93,1,April,1993,.,63.05,-62.598,346,ice,winter,winter
744,X13292,4-01-93,1,April,1993,.,62.243,-62.428,345,ice,winter,winter
743,X10709,3-30-93,30,March,1993,17:14,64.533,-65.383,344,ice,winter,winter
742,X10707,3-30-93,30,March,1993,16:12,61.217,-63.917,343,ice,winter,winter
741,X13284,3-29-93,29,March,1993,.,61.755,-52.415,341,ice,winter,winter
38,X10700,3-28-93,28,March,1993,19:17,63.85,-65.183,340,land,winter,winter
740,X13292,3-26-93,26,March,1993,.,63.024,-61.199,339,ice,winter,winter
37,X10709,3-25-93,25,March,1993,11:22,64.55,-65.5,338,land,winter,winter
739,X13284,3-25-93,25,March,1993,.,62.308,-53.717,337,ice,winter,winter
738,X10707,3-25-93,25,March,1993,11:36,61.383,-63.2,336,ice,winter,winter
36,X10700,3-23-93,23,March,1993,22:01,63.817,-65.033,335,land,winter,winter
737,X13284,3-21-93,21,March,1993,.,63.036,-53.973,334,ice,winter,winter
35,X10709,3-20-93,20,March,1993,15:55,64.417,-65.517,333,land,winter,winter
736,X13289,3-20-93,20,March,1993,.,62.963,-62.444,332,ice,winter,winter
735,X13292,3-20-93,20,March,1993,.,62.915,-61.983,331,ice,winter,winter
734,X10707,3-20-93,20,March,1993,14:48,61.283,-62.817,330,ice,winter,winter
34,X10700,3-18-93,18,March,1993,19:39,63.867,-65.117,329,land,winter,winter
733,X13284,3-17-93,17,March,1993,.,63.695,-56.369,328,ice,winter,winter
33,X10709,3-15-93,15,March,1993,11:35,64.5,-65.783,327,land,winter,winter
732,X10707,3-15-93,15,March,1993,16:53,61.083,-63.483,326,ice,winter,winter
32,X10703,3-14-93,14,March,1993,15:26,64.167,-65.4,325,land,winter,winter
731,X13292,3-14-93,14,March,1993,.,62.711,-62.946,324,ice,winter,winter
730,X13289,3-14-93,14,March,1993,.,62.448,-63.248,323,ice,winter,winter
729,X13284,3-13-93,13,March,1993,.,64.058,-58.879,322,ice,winter,winter
31,X10709,3-10-93,10,March,1993,17:51,64.5,-65.783,321,land,winter,winter
728,X10707,3-10-93,10,March,1993,17:52,61.617,-64.017,320,ice,winter,winter
727,X13292,3-08-93,8,March,1993,.,62.202,-63.659,319,ice,winter,winter
726,X13284,3-05-93,5,March,1993,.,64.793,-60.336,318,ice,winter,winter
725,X10707,3-05-93,5,March,1993,15:09,61.65,-64.15,317,ice,winter,winter
30,X10700,3-03-93,3,March,1993,19:21,63.867,-65.233,316,land,winter,winter
724,X13289,3-02-93,2,March,1993,.,62.379,-61.703,315,ice,winter,winter
723,X13292,3-02-93,2,March,1993,.,61.825,-63.687,314,ice,winter,winter
722,X13284,3-01-93,1,March,1993,.,64.69,-58.59,313,ice,winter,winter
721,X10707,2-28-93,28,February,1993,13:38,61.683,-63.7,312,ice,winter,winter
720,X13284,2-25-93,25,February,1993,.,63.941,-56.885,311,ice,winter,winter
719,X13289,2-24-93,24,February,1993,.,62.395,-60.621,310,ice,winter,winter
718,X13292,2-24-93,24,February,1993,.,62.298,-62.613,309,ice,winter,winter
717,X10707,2-23-93,23,February,1993,13:43,61.15,-63.533,308,ice,winter,winter
716,X13284,2-21-93,21,February,1993,.,63.035,-56.15,307,ice,winter,freeze
715,X13289,2-18-93,18,February,1993,.,62.712,-59.112,306,ice,winter,freeze
714,X10707,2-18-93,18,February,1993,15:30,61.983,-64.183,305,ice,winter,freeze
713,X13284,2-17-93,17,February,1993,.,61.868,-54.466,304,ice,winter,freeze
712,X10707,2-13-93,13,February,1993,12:16,61.517,-62.233,303,ice,winter,freeze
711,X13284,2-13-93,13,February,1993,.,60.561,-51.826,302,ice,winter,freeze
710,X13292,2-12-93,12,February,1993,.,62.886,-61.234,301,ice,winter,freeze
709,X13289,2-12-93,12,February,1993,.,62.137,-56.343,300,ice,winter,freeze
708,X13284,2-09-93,9,February,1993,.,61.103,-53.936,299,ice,winter,freeze
29,X10709,2-08-93,8,February,1993,12:25,64.5,-65.75,298,land,winter,freeze
707,X10707,2-08-93,8,February,1993,14:04,61.5,-63.517,297,ice,winter,freeze
28,X10700,2-06-93,6,February,1993,19:19,63.85,-65.183,296,land,winter,freeze
706,X13292,2-06-93,6,February,1993,.,63.381,-61.481,295,ice,winter,freeze
705,X13289,2-06-93,6,February,1993,.,62.214,-55.996,294,ice,winter,freeze
704,X13284,2-05-93,5,February,1993,.,61.135,-54.722,293,ice,winter,freeze
703,X10707,2-03-93,3,February,1993,14:12,62.15,-63.333,292,ice,winter,freeze
702,X13292,1-31-93,31,January,1993,.,63.945,-59.947,291,ice,winter,freeze
701,X13289,1-31-93,31,January,1993,.,62.171,-54.965,290,ice,winter,freeze
700,X13292,1-25-93,25,January,1993,.,64.639,-60.108,289,ice,winter,freeze
699,X13289,1-25-93,25,January,1993,.,61.351,-54.506,288,ice,winter,freeze
698,X13284,1-24-93,24,January,1993,.,60.803,-57.338,287,ice,winter,freeze
697,X13284,1-20-93,20,January,1993,.,60.934,-57.441,286,ice,winter,freeze
696,X13289,1-19-93,19,January,1993,.,60.67,-56.113,285,ice,winter,freeze
695,X13284,1-16-93,16,January,1993,.,61.89,-56.494,284,ice,winter,freeze
694,X13292,1-13-93,13,January,1993,.,64.149,-59.389,283,ice,winter,freeze
693,X13289,1-13-93,13,January,1993,.,61.493,-55.833,282,ice,winter,freeze
692,X13284,1-12-93,12,January,1993,.,62.184,-55.985,281,ice,freeze,freeze
691,X13284,1-08-93,8,January,1993,.,62.195,-56.481,280,ice,freeze,freeze
690,X13292,1-07-93,7,January,1993,.,64.477,-59.306,279,ice,freeze,freeze
689,X13289,1-07-93,7,January,1993,.,63.041,-58.036,278,ice,freeze,freeze
688,X13284,1-04-93,4,January,1993,.,62.005,-57.06,277,ice,freeze,freeze
687,X13292,1-01-93,1,January,1993,.,63.728,-58.804,276,ice,freeze,freeze
686,X13289,1-01-93,1,January,1993,.,62.601,-59.774,275,ice,freeze,freeze
685,X13284,12-27-92,27,December,1992,.,62.913,-60.498,274,ice,freeze,freeze
684,X13289,12-26-92,26,December,1992,.,63.235,-60.757,273,ice,freeze,freeze
683,X13292,12-26-92,26,December,1992,.,62.661,-59.342,272,ice,freeze,freeze
682,X13284,12-23-92,23,December,1992,.,62.688,-59.382,271,ice,freeze,freeze
681,X13289,12-20-92,20,December,1992,.,62.723,-59.364,270,ice,freeze,freeze
27,X10707,12-20-92,20,December,1992,11:54,62.45,-64.383,269,land,freeze,freeze
680,X13292,12-20-92,20,December,1992,.,62.162,-58.797,268,ice,freeze,freeze
679,X13284,12-19-92,19,December,1992,.,62.808,-59.889,267,ice,freeze,freeze
678,X13284,12-15-92,15,December,1992,.,62.747,-60.421,266,ice,freeze,freeze
677,X13292,12-14-92,14,December,1992,.,62.129,-60.823,265,ice,freeze,freeze
676,X13289,12-14-92,14,December,1992,.,62.069,-61.434,264,ice,freeze,freeze
675,X13284,12-11-92,11,December,1992,.,63.48,-58.794,263,ice,freeze,freeze
674,X10707,12-10-92,10,December,1992,12:05,62.05,-63.75,262,ice,freeze,freeze
673,X13289,12-08-92,8,December,1992,.,62.321,-62.181,261,ice,freeze,freeze
672,X13292,12-08-92,8,December,1992,.,62.202,-61.506,260,ice,freeze,freeze
671,X13284,12-07-92,7,December,1992,.,63.918,-59.685,259,ice,freeze,freeze
670,X10707,12-05-92,5,December,1992,16:54,61.8,-60.367,258,ice,freeze,freeze
669,X13284,12-03-92,3,December,1992,.,64.027,-59.894,257,ice,freeze,freeze
668,X13289,12-02-92,2,December,1992,.,63.232,-61.316,256,ice,freeze,freeze
667,X13292,12-02-92,2,December,1992,.,63.042,-60.489,255,ice,freeze,freeze
666,X10707,11-30-92,30,November,1992,17:57,62.05,-61.15,254,ice,freeze,freeze
665,X13284,11-29-92,29,November,1992,.,64.459,-59.81,253,ice,freeze,freeze
664,X13292,11-26-92,26,November,1992,.,64.866,-60.456,252,ice,freeze,freeze
663,X13289,11-26-92,26,November,1992,.,64.605,-59.286,251,ice,freeze,freeze
662,X13284,11-25-92,25,November,1992,.,64.685,-61.941,250,ice,freeze,freeze
661,X10707,11-25-92,25,November,1992,17:19,62.383,-61.067,249,ice,freeze,freeze
660,X13284,11-21-92,21,November,1992,.,64.805,-62.189,248,ice,freeze,freeze
659,X13289,11-20-92,20,November,1992,.,64.92,-62.455,247,ice,freeze,freeze
658,X13284,11-17-92,17,November,1992,.,65.163,-61.123,246,ice,freeze,freeze
657,X10707,11-15-92,15,November,1992,12:41,65.067,-63.117,245,ice,freeze,freeze
656,X13289,11-14-92,14,November,1992,.,65.351,-62.358,244,ice,freeze,freeze
26,X13292,11-14-92,14,November,1992,.,65.22,-63.356,243,land,freeze,freeze
655,X13284,11-13-92,13,November,1992,.,66.082,-61.277,242,ice,freeze,freeze
25,X13284,11-09-92,9,November,1992,.,66.412,-61.964,241,land,freeze,freeze
654,X13289,11-08-92,8,November,1992,.,65.838,-62.172,240,ice,summer,freeze
653,X13292,11-08-92,8,November,1992,.,65.228,-63.359,239,ice,summer,freeze
24,X13284,11-05-92,5,November,1992,.,66.471,-62.032,238,land,summer,freeze
652,X13289,11-02-92,2,November,1992,.,65.295,-63.127,237,ice,summer,freeze
651,X13292,11-02-92,2,November,1992,.,65.142,-63.429,236,ice,summer,freeze
23,X13284,11-01-92,1,November,1992,.,66.457,-62.138,235,land,summer,summer
22,X10707,10-31-92,31,October,1992,14:00,65.167,-63.617,234,land,summer,summer
21,X13289,10-27-92,27,October,1992,.,65.201,-63.427,233,land,summer,summer
20,X13292,10-27-92,27,October,1992,.,65.119,-63.392,232,land,summer,summer
19,X10707,10-26-92,26,October,1992,14:57,65.2,-63.55,231,land,summer,summer
18,X13284,10-24-92,24,October,1992,.,66.472,-62.077,230,land,summer,summer
650,X13289,10-21-92,21,October,1992,.,65.436,-63.505,229,ice,summer,summer
17,X10707,10-21-92,21,October,1992,11:01,65.183,-63.8,228,land,summer,summer
16,X13292,10-21-92,21,October,1992,.,65.122,-63.437,227,land,summer,summer
15,X13284,10-16-92,16,October,1992,.,66.472,-62.063,226,land,summer,summer
14,X10707,10-16-92,16,October,1992,16:57,65.233,-63.817,225,land,summer,summer
13,X13289,10-15-92,15,October,1992,.,65.214,-63.41,224,land,summer,summer
12,X13289,10-09-92,9,October,1992,.,65.177,-63.411,223,land,summer,summer
11,X13292,10-09-92,9,October,1992,.,65.113,-63.441,222,land,summer,summer
10,X13284,10-08-92,8,October,1992,.,66.445,-62.185,221,land,summer,summer
9,X13289,10-03-92,3,October,1992,.,65.143,-63.448,220,land,summer,summer
8,X13292,10-03-92,3,October,1992,.,65.124,-63.444,219,land,summer,summer
7,X13284,10-01-92,1,October,1992,.,66.462,-62.1,218,land,summer,summer
6,X10703,9-25-92,25,September,1992,15:46,64.15,-65.417,216,land,summer,summer
5,X10703,9-15-92,15,September,1992,12:40,64.167,-65.117,215,land,summer,summer
649,X10707,9-06-92,6,September,1992,12:33,64.917,-61.867,212,ice,summer,summer
4,X10709,9-06-92,6,September,1992,12:30,64.617,-65.65,211,land,summer,summer
3,X10700,9-04-92,4,September,1992,19:50,63.767,-64.617,210,land,summer,summer
648,X10707,9-01-92,1,September,1992,12:36,64.65,-62.267,206,ice,summer,summer
647,X10707,8-27-92,27,August,1992,16:56,64.717,-61.5,204,ice,summer,summer
2,X10709,8-27-92,27,August,1992,13:36,64.367,-65.417,203,land,summer,summer
646,X10695,8-27-92,27,August,1992,14:25,63.883,-78.283,202,ice,summer,summer
645,X10695,8-23-92,23,August,1992,12:32,64.033,-79.2,201,ice,summer,summer
644,X10707,8-22-92,22,August,1992,11:15,64.967,-61.967,200,ice,summer,summer
1,X10709,8-22-92,22,August,1992,16:12,64.017,-65.45,199,land,summer,summer
643,X10695,8-19-92,19,August,1992,12:16,64.183,-79.233,198,ice,summer,summer
642,X10695,8-15-92,15,August,1992,11:03,64.133,-79.633,197,ice,summer,summer
641,X10709,8-12-92,12,August,1992,14:45,62.867,-64.25,196,ice,summer,summer
640,X10695,8-11-92,11,August,1992,13:30,64.667,-81,195,ice,summer,summer
639,X10703,8-11-92,11,August,1992,15:07,63.533,-63.767,194,ice,summer,summer
638,X10700,8-10-92,10,August,1992,22:00,63.367,-61.583,193,ice,summer,summer
637,X10695,8-07-92,7,August,1992,11:00,65.667,-79,192,ice,summer,summer
636,X10707,8-07-92,7,August,1992,15:55,64.2,-61.65,191,ice,summer,summer
635,X10695,8-03-92,3,August,1992,11:46,65.967,-78.45,190,ice,summer,summer
634,X10707,8-02-92,2,August,1992,14:58,64.417,-62.75,189,ice,summer,summer
633,X10709,8-02-92,2,August,1992,16:54,61.917,-65.333,188,ice,summer,summer
632,X10703,8-01-92,1,August,1992,18:46,63.767,-61.683,187,ice,summer,summer
631,X10700,7-26-92,26,July,1992,20:40,66.133,-57.483,186,ice,break,break
630,X10695,7-26-92,26,July,1992,14:10,65.967,-83.25,185,ice,break,break
629,X10707,7-23-92,23,July,1992,15:12,65.383,-60.75,184,ice,break,break
628,X10695,7-22-92,22,July,1992,15:31,66.317,-82.683,183,ice,break,break
627,X10703,7-22-92,22,July,1992,19:04,63.567,-62.417,182,ice,break,break
626,X10695,7-18-92,18,July,1992,11:35,66.65,-81.267,181,ice,break,break
625,X10707,7-18-92,18,July,1992,16:33,65.55,-60.65,180,ice,break,break
624,X10709,7-18-92,18,July,1992,16:30,62.433,-71.167,179,ice,break,break
623,X10703,7-17-92,17,July,1992,16:42,63.467,-61.25,178,ice,break,break
622,X10695,7-14-92,14,July,1992,10:42,66.15,-79.9,177,ice,break,break
621,X10707,7-13-92,13,July,1992,13:41,65.233,-61.533,176,ice,break,break
620,X10703,7-12-92,12,July,1992,12:23,64.8,-63.667,175,ice,break,break
619,X10695,7-10-92,10,July,1992,11:32,66.05,-78.183,174,ice,break,break
618,X10703,7-07-92,7,July,1992,15:24,64.4,-61.4,173,ice,break,break
617,X10707,7-03-92,3,July,1992,15:34,64.667,-61.8,172,ice,break,break
616,X10709,7-03-92,3,July,1992,12:16,63.867,-73.417,171,ice,break,break
615,X10703,7-02-92,2,July,1992,19:11,64.983,-60.55,170,ice,break,break
614,X10700,7-01-92,1,July,1992,20:00,66.833,-57.683,169,ice,break,break
613,X10695,6-28-92,28,June,1992,12:21,65.517,-81.433,168,ice,break,break
612,X10707,6-28-92,28,June,1992,15:40,64.083,-61.217,167,ice,break,break
611,X10703,6-27-92,27,June,1992,14:23,65.817,-62.05,166,ice,break,break
610,X10700,6-26-92,26,June,1992,19:39,66.517,-58.833,165,ice,break,break
609,X10695,6-24-92,24,June,1992,13:02,64.683,-79.7,164,ice,break,break
608,X10709,6-23-92,23,June,1992,17:27,66.45,-75.567,163,ice,break,break
607,X10703,6-22-92,22,June,1992,16:09,65.583,-60.65,162,ice,break,break
606,X10700,6-21-92,21,June,1992,19:46,65.517,-58.367,161,ice,break,break
605,X10709,6-18-92,18,June,1992,17:33,65.333,-77.883,160,ice,break,break
604,X10707,6-18-92,18,June,1992,14:16,62.5,-63.217,159,ice,break,break
603,X10703,6-17-92,17,June,1992,14:36,65.2,-60.15,158,ice,break,break
602,X10700,6-16-92,16,June,1992,19:53,64.95,-59.417,157,ice,break,break
601,X10695,6-16-92,16,June,1992,13:17,63.567,-76.383,156,ice,break,break
600,X10709,6-13-92,13,June,1992,11:54,64.217,-79.633,155,ice,break,break
599,X10707,6-13-92,13,June,1992,14:21,61.933,-64.267,154,ice,break,break
598,X10703,6-12-92,12,June,1992,18:44,64.517,-60.2,153,ice,break,break
597,X10695,6-12-92,12,June,1992,14:41,63.317,-74.9,152,ice,break,break
596,X10700,6-11-92,11,June,1992,18:54,64.2,-60.433,151,ice,break,break
595,X10695,6-08-92,8,June,1992,14:26,63.05,-73.383,150,ice,break,break
594,X10709,6-08-92,8,June,1992,16:07,63.033,-81.833,149,ice,break,break
593,X10703,6-07-92,7,June,1992,18:07,64.633,-62.3,148,ice,break,break
592,X10700,6-06-92,6,June,1992,21:43,63.783,-60.55,147,ice,break,break
591,X10695,6-04-92,4,June,1992,8:39,62.917,-72,146,ice,break,break
590,X10709,6-03-92,3,June,1992,12:53,63.2,-83.667,145,ice,break,break
589,X10707,6-03-92,3,June,1992,14:32,61.267,-65.067,144,ice,break,break
588,X10703,6-02-92,2,June,1992,19:01,64.75,-63.35,143,ice,break,break
587,X10709,5-29-92,29,May,1992,16:29,63.267,-84,142,ice,break,break
586,X10707,5-29-92,29,May,1992,16:30,61.633,-63.9,141,ice,break,break
585,X10703,5-28-92,28,May,1992,16:38,64.2,-64.2,140,ice,break,break
584,X10700,5-27-92,27,May,1992,21:55,62.867,-62.533,139,ice,break,break
583,X10709,5-24-92,24,May,1992,17:29,63.4,-81.5,138,ice,break,break
582,X10707,5-24-92,24,May,1992,14:46,61.45,-63.95,137,ice,break,break
581,X10703,5-23-92,23,May,1992,13:27,63.667,-63,136,ice,break,break
580,X10695,5-23-92,23,May,1992,11:04,61.85,-70.267,135,ice,break,break
