"","ID","DATE","DAY","MONTH","YEAR","TIME","LAT","LONG","ROWID","ICE_LAND","SEASON","ANGLE","DIST_KM","DIFF_DATE","KM_PER_DAY","KM_PER_HR","M_PER_HR","M_PER_S"
"11","X30140","1998-03-21",21,"March",1998,"21:06",59.195,-68.427,1645,"ice","winter",78.2038260450885,41.2745626474143,6,6.87909377456905,0.28662890727371,286.62890727371,0.0796191409093639
"12","X30140","1998-03-15",15,"March",1998,"18:40",59.638,-68.536,1640,"ice","winter",-7.0887496142052,49.6103819894992,6,8.26839699824986,0.344516541593744,344.516541593744,0.0956990393315957
"13","X30140","1998-03-09",9,"March",1998,"13:57",59.314,-69.66,1638,"land","winter",-119.091964496564,72.9392915541743,6,12.1565485923624,0.506522858015099,506.522858015099,0.140700793893083
"14","X30140","1998-03-03",3,"March",1998,"19:24",60.151,-70.481,1633,"land","winter",-25.9539539019061,103.751799887719,6,17.2919666479531,0.720498610331379,720.498610331378,0.200138502869827
"15","X30140","1998-02-25",25,"February",1998,"15:18",59.655,-68.66,1629,"ice","winter",117.719336341576,115.467987274476,6,19.2446645457461,0.801861022739419,801.861022739419,0.222739172983172
"16","X30140","1998-02-13",13,"February",1998,"14:10",59.893,-69.251,1621,"ice","freeze",-51.0866871270248,42.3363199520706,12,3.52802666267255,0.14700111094469,147.00111094469,0.0408336419290804
"17","X30140","1998-02-07",7,"February",1998,"14:56",59.889,-68.921,1618,"ice","freeze",91.2414190678012,18.4005313227185,6,3.06675522045309,0.127781467518879,127.781467518879,0.0354948520885774
"18","X30140","1998-01-26",26,"January",1998,"19:04",59.243,-68.523,1610,"ice","freeze",162.496050581423,75.1976491556176,12,6.26647076296814,0.261102948457006,261.102948457006,0.0725285967936127
"19","X30140","1998-01-20",20,"January",1998,"18:31",59.265,-67.842,1605,"ice","freeze",86.0916200110214,38.7633910443741,6,6.46056517406234,0.269190215585931,269.190215585931,0.0747750598849808
"20","X30140","1998-01-08",8,"January",1998,"17:21",59.321,-67.534,1596,"ice","freeze",70.2691680040608,18.5516500261248,12,1.5459708355104,0.0644154514795999,64.4154514795999,0.0178931809665555
"21","X30140","1998-01-02",2,"January",1998,"18:26",59.244,-67.619,1590,"ice","freeze",-150.545838904693,9.82275692420576,6,1.63712615403429,0.0682135897514289,68.2135897514289,0.0189482193753969
"23","X30135","1999-12-06",6,"December",1999,"23:31",60.296,-68.021,1890,"ice","freeze",-166.084531541825,0.915831520248453,7,0.130833074321208,0.00545137809671698,5.45137809671698,0.00151427169353249
"24","X30135","1999-09-02",2,"September",1999,"22:57",60.769,-66.914,1880,"ice","summer",48.5420937269375,80.1495645618675,95,0.843679626967026,0.0351533177902927,35.1533177902927,0.00976481049730354
"25","X30135","1999-06-15",15,"June",1999,"22:53",61.208,-64.693,1841,"ice","break",66.8577062940054,129.24385085486,79,1.63599811208684,0.0681665880036183,68.1665880036183,0.0189351633343384
"26","X30135","1999-06-03",3,"June",1999,"23:55",60.89,-66.496,1836,"ice","break",-109.229319427277,103.214251469121,12,8.60118762242677,0.358382817601115,358.382817601115,0.0995507826669765
"27","X30135","1999-05-16",16,"May",1999,"23:54",60.106,-67.485,1828,"ice","break",-147.719365197292,102.557086834692,18,5.69761593526067,0.237400663969195,237.400663969195,0.0659446288803319
"28","X30135","1999-04-16",16,"April",1999,"10:36",61.065,-68.789,1812,"ice","winter",-33.1687129692867,128.136011031464,30,4.27120036771547,0.177966681988144,177.966681988144,0.0494351894411512
"29","X30135","1999-04-10",10,"April",1999,"10:01",61.523,-68.967,1808,"ice","winter",-10.4958354242984,51.7720417540858,6,8.62867362568096,0.359528067736707,359.528067736707,0.0998689077046408
"30","X30135","1999-04-04",4,"April",1999,"12:50",60.121,-68.139,1804,"ice","winter",163.575449583434,162.115859453547,6,27.0193099089246,1.12580457953852,1125.80457953852,0.312723494316257
"31","X30135","1999-04-02",2,"April",1999,"23:27",60.163,-67.812,1803,"ice","winter",75.3920039441645,18.6823780760653,2,9.34118903803263,0.389216209918026,389.216209918026,0.108115613866118
"32","X30135","1999-03-29",29,"March",1999,"8:56",61.425,-70.114,1799,"ice","winter",-40.6708300828504,187.713703302335,4,46.9284258255836,1.95535107606599,1955.35107606599,0.543153076684996
"33","X30135","1999-03-23",23,"March",1999,"8:26",60.865,-68.521,1795,"ice","winter",125.371345319585,105.682769863023,6,17.6137949771705,0.73390812404877,733.90812404877,0.203863367791325
"34","X30135","1999-03-17",17,"March",1999,"7:53",61.118,-69.266,1792,"ice","winter",-54.6715293427914,49.0098947649216,6,8.1683157941536,0.340346491423067,340.346491423067,0.094540692061963
"35","X30135","1999-03-11",11,"March",1999,"12:16",60.937,-64.94,1789,"ice","winter",93.0419178002901,233.672450136559,6,38.9454083560932,1.62272534817055,1622.72534817055,0.450757041158486
"36","X30135","1999-03-07",7,"March",1999,"21:20",60.863,-63.59,1786,"ice","winter",95.8405645592888,73.4167464818785,4,18.3541866204696,0.764757775852901,764.757775852901,0.212432715514695
"37","X30135","1999-02-28",28,"February",1999,"22:13",60.536,-63.08,1781,"ice","winter",142.424033966765,45.7109299776565,7,6.53013285395093,0.272088868914622,272.088868914622,0.0755802413651728
"38","X30135","1999-02-23",23,"February",1999,"0:28",60.383,-66,1777,"ice","winter",-94.7947064384499,160.863795551472,5,32.1727591102943,1.3405316295956,1340.5316295956,0.372369897109888
"39","X30135","1999-02-22",22,"February",1999,"21:06",60.327,-64.972,1776,"ice","freeze",95.8379609489771,56.8426823261507,1,56.8426823261507,2.36844509692295,2368.44509692295,0.657901415811929
"40","X30135","1999-02-16",16,"February",1999,"21:41",60.399,-63.393,1773,"ice","freeze",84.0457226040768,87.1307576664513,6,14.5217929444086,0.605074706017023,605.074706017023,0.168076307226951
"41","X30135","1999-02-12",12,"February",1999,"7:13",60.643,-65.842,1771,"ice","freeze",-77.4901829710233,136.626359762099,4,34.1565899405248,1.42319124752187,1423.19124752187,0.395330902089407
"42","X30135","1999-02-02",2,"February",1999,"7:31",60.837,-64.902,1766,"ice","freeze",66.6986950235062,55.4177963486402,10,5.54177963486402,0.230907484786001,230.907484786001,0.0641409679961113
"43","X30135","1999-01-27",27,"January",1999,"10:49",60.645,-66.145,1762,"ice","freeze",-106.995521350532,70.7981653653235,6,11.7996942275539,0.49165392614808,491.65392614808,0.136570535041133
"44","X30135","1999-01-25",25,"January",1999,"1:07",60.753,-65.359,1759,"ice","freeze",73.9747572296738,44.3965973395913,2,22.1982986697956,0.924929111241485,924.929111241485,0.256924753122635
"45","X30135","1999-01-24",24,"January",1999,"23:26",60.718,-65.347,1757,"ice","freeze",170.480254336876,3.94344695179062,1,3.94344695179062,0.164310289657942,164.310289657942,0.0456417471272062
"46","X30135","1999-01-23",23,"January",1999,"0:13",60.406,-65.726,1756,"ice","freeze",-148.996629755572,40.3780283773252,1,40.3780283773252,1.68241784905522,1682.41784905522,0.467338291404227
"47","X30135","1999-01-21",21,"January",1999,"8:01",60.629,-65.856,1755,"ice","freeze",-15.9520460581584,25.7794686901816,2,12.8897343450908,0.537072264378782,537.072264378782,0.149186740105217
"48","X30135","1999-01-12",12,"January",1999,"8:01",60.804,-64.141,1751,"ice","freeze",77.4690925364305,95.2179523967599,9,10.5797724885289,0.440823853688703,440.823853688703,0.122451070469084
"49","X30135","1999-01-09",9,"January",1999,"0:18",60.82,-65.544,1750,"ice","freeze",-88.0480376243803,76.0488152697921,3,25.3496050899307,1.05623354541378,1056.23354541378,0.293398207059383
"50","X30135","1999-01-08",8,"January",1999,"0:42",60.62,-65.962,1749,"ice","freeze",-134.189339053327,31.7797218554775,1,31.7797218554775,1.32415507731156,1324.15507731156,0.367820854808767
"51","X30135","1999-01-07",7,"January",1999,"22:59",60.632,-66.037,1745,"ice","freeze",-71.9014014325899,4.29987894087416,1,4.29987894087416,0.179161622536423,179.161622536423,0.0497671173712287
"52","X30135","1999-01-03",3,"January",1999,"0:52",60.284,-67.049,1744,"ice","freeze",-124.45193185499,67.5980872262883,4,16.8995218065721,0.704146741940503,704.146741940503,0.195596317205695
"53","X30135","1999-01-01",1,"January",1999,"23:13",60.315,-67.429,1742,"ice","freeze",-80.4850841349227,21.2030201839084,2,10.6015100919542,0.441729587164758,441.729587164758,0.122702663101322
"55","X30131","1999-09-10",10,"September",1999,"14:10",62.444,-64.386,1887,"land","summer",123.024927922112,253.860494066286,6,42.310082344381,1.76292009768254,1762.92009768254,0.489700027134039
"56","X30131","1999-09-04",4,"September",1999,"17:32",62.362,-64.653,1884,"land","summer",-123.424435618004,16.4902163238545,6,2.74836938730908,0.114515391137878,114.515391137878,0.0318098308716329
"57","X30131","1999-08-29",29,"August",1999,"20:21",62.354,-64.564,1879,"ice","summer",100.925558582635,4.67359538957229,6,0.778932564928714,0.0324555235386964,32.4555235386964,0.00901542320519345
"58","X30131","1999-08-23",23,"August",1999,"14:11",62.547,-63.868,1876,"ice","summer",58.7471569043202,41.7067342186496,6,6.95112236977493,0.289630098740622,289.630098740622,0.0804528052057284
"59","X30131","1999-08-17",17,"August",1999,"14:43",62.356,-64.634,1873,"land","summer",-117.990495963517,44.7233528671043,6,7.45389214451738,0.310578839354891,310.578839354891,0.086271899820803
"60","X30131","1999-08-11",11,"August",1999,"13:37",62.33,-64.601,1870,"ice","summer",149.480991986259,3.35324119279928,6,0.558873532133214,0.0232863971722173,23.2863971722173,0.00646844365894924
"61","X30131","1999-08-05",5,"August",1999,"14:09",62.354,-64.668,1867,"land","summer",-52.3136353399305,4.36528695028089,6,0.727547825046815,0.0303144927102839,30.3144927102839,0.00842069241952332
"62","X30131","1999-07-30",30,"July",1999,"14:43",62.494,-65.015,1864,"land","summer",-48.7727979578317,23.6775196151925,6,3.94625326919875,0.164427219549948,164.427219549948,0.0456742276527633
"63","X30131","1999-07-24",24,"July",1999,"20:09",63.315,-65.718,1861,"land","break",-20.9938018053817,97.9209633020914,6,16.3201605503486,0.680006689597857,680.006689597857,0.188890747110516
"64","X30131","1999-07-18",18,"July",1999,"16:33",62.312,-64.618,1858,"ice","break",152.895485099563,124.657964523297,6,20.7763274205494,0.86568030918956,865.68030918956,0.240466752552655
"65","X30131","1999-07-12",12,"July",1999,"19:20",61.124,-62.616,1853,"ice","break",140.509108165454,168.913117657535,6,28.1521862762558,1.17300776151066,1173.00776151066,0.325835489308517
"66","X30131","1999-06-30",30,"June",1999,"16:33",61.777,-64.514,1850,"ice","break",-53.4194083201552,124.189239144572,12,10.3491032620476,0.431212635918652,431.212635918652,0.119781287755181
"67","X30131","1999-06-24",24,"June",1999,"21:11",61.969,-64.664,1847,"ice","break",-20.1527674430775,22.7360404810221,6,3.78934008017034,0.157889170007098,157.889170007098,0.0438581027797493
"68","X30131","1999-06-18",18,"June",1999,"17:07",61.3,-63.307,1843,"ice","break",135.461006611823,103.236090766294,6,17.2060151277156,0.716917296988151,716.917296988151,0.19914369360782
"69","X30131","1999-06-12",12,"June",1999,"16:33",60.387,-62.387,1838,"ice","break",153.44963889377,113.016337366578,6,18.8360562277629,0.784835676156789,784.835676156789,0.218009910043553
"70","X30131","1999-05-31",31,"May",1999,"13:31",61.445,-65.122,1835,"ice","break",-50.2973321887977,188.774339204432,12,15.7311949337026,0.655466455570943,655.466455570943,0.182074015436373
"71","X30131","1999-05-13",13,"May",1999,"17:09",61.09,-62.775,1827,"ice","break",106.434603601189,131.422419999381,18,7.30124555552114,0.304218564813381,304.218564813381,0.0845051568926058
"72","X30131","1999-05-07",7,"May",1999,"14:01",61.423,-65.28,1824,"ice","break",-73.4515446892823,138.868633999979,6,23.1447723333299,0.964365513888746,964.365513888746,0.26787930941354
"73","X30131","1999-05-01",1,"May",1999,"19:27",61.097,-64.672,1821,"ice","winter",137.848231817524,48.6574018157712,6,8.1095669692952,0.337898623720633,337.898623720633,0.093860728811287
"74","X30131","1999-04-25",25,"April",1999,"15:04",61.158,-64.211,1818,"ice","winter",74.4734049300372,25.6471259005845,6,4.27452098343075,0.178105040976281,178.105040976281,0.0494736224934114
"75","X30131","1999-04-19",19,"April",1999,"20:33",59.865,-64.108,1813,"ice","winter",177.70956599787,143.788529570296,6,23.9647549283826,0.998531455349275,998.531455349275,0.277369848708132
"76","X30131","1999-04-13",13,"April",1999,"17:45",59.706,-63.497,1809,"ice","winter",117.079655179818,38.4646911373246,6,6.41078185622076,0.267115910675865,267.115910675865,0.0741988640766292
"77","X30131","1999-04-07",7,"April",1999,"17:10",58.883,-62.968,1805,"ice","winter",161.60170237803,96.2508312154986,6,16.0418052025831,0.668408550107629,668.408550107629,0.185669041696564
"78","X30131","1999-04-01",1,"April",1999,"20:28",59.09,-61.133,1800,"ice","winter",76.8652068941788,107.544915811091,6,17.9241526351818,0.746839693132574,746.839693132574,0.207455470314604
"79","X30131","1999-03-26",26,"March",1999,"19:26",59.477,-60.478,1796,"ice","winter",40.5627540676725,56.8452019129602,6,9.47420031882671,0.394758346617779,394.758346617779,0.109655096282716
"80","X30131","1999-03-20",20,"March",1999,"17:10",59.611,-61.524,1793,"ice","winter",-75.3657337857907,60.7668350270042,6,10.127805837834,0.421991909909752,421.991909909752,0.117219974974931
"81","X30131","1999-03-14",14,"March",1999,"13:52",58.851,-61.688,1790,"ice","winter",-173.629936435181,84.9641590545082,6,14.1606931757514,0.590028882322974,590.028882322974,0.163896911756382
"82","X30131","1999-03-08",8,"March",1999,"20:59",58.228,-62.348,1787,"ice","winter",-150.779607474489,79.1039310341256,6,13.1839885056876,0.54933285440365,549.33285440365,0.152592459556569
"83","X30131","1999-03-02",2,"March",1999,"14:57",58.168,-62.387,1782,"ice","winter",-161.075014507713,7.04749825364535,6,1.17458304227423,0.0489409600947594,48.9409600947594,0.0135947111374332
"84","X30131","1999-02-24",24,"February",1999,"20:24",58.353,-62.487,1778,"ice","winter",-15.8308925598896,21.372148797011,6,3.56202479950184,0.148417699979243,148.417699979243,0.0412271388831231
"85","X30131","1999-02-18",18,"February",1999,"20:56",58.789,-62.914,1774,"land","freeze",-26.8703810655237,54.3999271097033,6,9.06665451828389,0.377777271595162,377.777271595162,0.104938130998656
"86","X30131","1999-02-12",12,"February",1999,"17:13",58.487,-62.556,1770,"ice","freeze",148.174549459101,39.4308287159237,6,6.57180478598728,0.273825199416137,273.825199416137,0.0760625553933713
"87","X30131","1999-02-06",6,"February",1999,"16:40",58.068,-62.236,1767,"ice","freeze",157.984892064955,50.1729291603084,6,8.3621548600514,0.348423119168808,348.423119168808,0.0967841997691134
"88","X30131","1999-01-31",31,"January",1999,"19:29",57.859,-61.931,1763,"land","freeze",142.126637488244,29.3694903060193,6,4.89491505100321,0.2039547937918,203.9547937918,0.0566541093866112
"89","X30131","1999-01-25",25,"January",1999,"17:13",57.868,-61.653,1758,"ice","freeze",86.3995412736704,16.4626851156453,6,2.74378085260755,0.114324202191981,114.324202191981,0.0317567228311059
"90","X30131","1999-01-13",13,"January",1999,"17:44",58.989,-60.314,1752,"ice","freeze",31.4521352187008,146.912041327109,12,12.2426701105924,0.510111254608018,510.111254608018,0.141697570724449
"91","X30131","1999-01-07",7,"January",1999,"18:53",60.971,-62.746,1746,"ice","freeze",-30.4974939080467,258.38990327522,6,43.0649838792033,1.79437432830014,1794.37432830014,0.498437313416705
"92","X30131","1999-01-01",1,"January",1999,"16:41",59.838,-64.388,1741,"land","freeze",-143.690720223955,154.8144723009,6,25.8024120501499,1.07510050208958,1075.10050208958,0.298639028358217
"94","X30129","1999-09-10",10,"September",1999,"14:13",61.61,-64.747,1885,"land","summer",139.34037648701,305.762191861357,6,50.9603653102262,2.12334855459276,2123.34855459276,0.589819042942433
"95","X30129","1999-09-04",4,"September",1999,"15:52",61.629,-64.706,1883,"ice","summer",45.7088610487118,3.02441296330782,6,0.504068827217971,0.0210028678007488,21.0028678007488,0.00583412994465244
"96","X30129","1999-08-29",29,"August",1999,"20:22",61.52,-65.11,1877,"land","summer",-119.36647593145,24.5633059692425,6,4.09388432820708,0.170578513675295,170.578513675295,0.0473829204653598
"97","X30129","1999-08-23",23,"August",1999,"18:07",61.501,-65.103,1874,"land","summer",170.029767451901,2.14363357620027,6,0.357272262700045,0.0148863442791685,14.8863442791685,0.00413509563310237
"98","X30129","1999-08-17",17,"August",1999,"17:34",61.519,-65.204,1871,"ice","summer",-69.4690241968415,5.71493402662231,6,0.952489004437052,0.0396870418515438,39.6870418515438,0.0110241782920955
"99","X30129","1999-08-11",11,"August",1999,"13:37",61.337,-64.876,1868,"land","summer",139.097041089929,26.6993337763807,6,4.44988896273011,0.185412040113755,185.412040113755,0.0515033444760429
"100","X30129","1999-08-05",5,"August",1999,"14:10",61.367,-64.884,1865,"land","summer",-7.282075729908,3.36073328624241,6,0.560122214373735,0.0233384255989056,23.3384255989056,0.00648289599969601
"101","X30129","1999-07-30",30,"July",1999,"19:18",61.356,-64.828,1862,"land","summer",112.26117939487,3.22319549499084,6,0.53719924916514,0.0223833020485475,22.3833020485475,0.00621758390237431
"102","X30129","1999-07-24",24,"July",1999,"18:44",61.379,-65.25,1859,"ice","break",-83.3259760609136,22.615311510027,6,3.7692185850045,0.157050774375188,157.050774375188,0.0436252151042188
"103","X30129","1999-07-18",18,"July",1999,"19:52",61.531,-65.197,1856,"land","break",9.43635295271182,17.1230841479267,6,2.85384735798778,0.118910306582824,118.910306582824,0.0330306407174511
"104","X30129","1999-07-12",12,"July",1999,"14:42",61.418,-65.016,1854,"land","break",142.507182358957,15.8088422194603,6,2.63480703657671,0.10978362652403,109.78362652403,0.0304954518122305
"105","X30129","1999-07-06",6,"July",1999,"13:34",60.586,-64.613,1851,"ice","break",166.609092478107,94.9659711026249,6,15.8276618504375,0.659485910434895,659.485910434895,0.18319053067636
"106","X30129","1999-06-30",30,"June",1999,"19:54",60.698,-63.16,1848,"ice","break",80.4320844421815,80.1275628893592,6,13.3545938148932,0.556441408953883,556.441408953883,0.154567058042745
"107","X30129","1999-06-24",24,"June",1999,"17:39",60.001,-61.729,1845,"ice","break",133.930878445252,110.389029364325,6,18.3981715607208,0.7665904816967,766.5904816967,0.212941800471305
"108","X30129","1999-06-18",18,"June",1999,"18:49",59.975,-63.45,1842,"ice","break",-90.9847689913261,95.6943628794391,6,15.9490604799065,0.664544186662771,664.544186662771,0.184595607406325
"109","X30129","1999-06-12",12,"June",1999,"14:05",60.424,-62.432,1839,"ice","break",47.9707276747287,75.1638688956016,6,12.5273114826003,0.521971311775011,521.971311775011,0.144992031048614
"110","X30129","1999-05-31",31,"May",1999,"13:30",59.972,-61.263,1833,"ice","break",127.373664934194,81.7948925829291,12,6.81624104857742,0.284010043690726,284.010043690726,0.0788916788029794
"111","X30129","1999-05-25",25,"May",1999,"20:38",60.405,-62.423,1831,"ice","break",-52.5972726968231,80.1326884439475,6,13.3554480739912,0.556477003082969,556.477003082969,0.154576945300825
"112","X30129","1999-05-19",19,"May",1999,"14:34",60.292,-62.442,1829,"ice","break",-175.236624482443,12.5999275398635,6,2.09998792331058,0.0874994968046073,87.4994968046073,0.0243054157790576
"113","X30129","1999-05-13",13,"May",1999,"15:08",60.502,-63.481,1825,"ice","break",-67.2966984069213,61.6210294110598,6,10.27017156851,0.427923815354582,427.923815354582,0.118867726487384
"114","X30129","1999-05-07",7,"May",1999,"18:18",60.798,-63.386,1822,"ice","break",8.8985164590924,33.2959948450267,6,5.54933247417112,0.231222186423797,231.222186423797,0.0642283851177213
"115","X30129","1999-05-01",1,"May",1999,"14:34",60.569,-65.746,1820,"ice","winter",-100.178976074263,130.892588999434,6,21.8154314999057,0.90897631249607,908.97631249607,0.252493420137797
"116","X30129","1999-04-25",25,"April",1999,"13:28",61.022,-66.402,1817,"ice","winter",-34.9583339431936,61.634476611621,6,10.2724127686035,0.428017198691812,428.017198691812,0.118893666303281
"117","X30129","1999-04-19",19,"April",1999,"20:01",60.783,-66.654,1815,"ice","winter",-152.743429510532,29.8452875150133,6,4.97421458583555,0.207258941076481,207.258941076481,0.0575719280768003
"118","X30129","1999-04-13",13,"April",1999,"14:31",61.232,-67.423,1811,"ice","winter",-39.3614234132863,64.8430487380619,6,10.807174789677,0.450298949569875,450.298949569875,0.125083041547187
"119","X30129","1999-04-07",7,"April",1999,"20:36",61.179,-66.377,1806,"ice","winter",95.546640733594,56.2934819905414,6,9.38224699842356,0.390926958267649,390.926958267649,0.108590821741013
"120","X30129","1999-04-01",1,"April",1999,"13:59",60.964,-67.155,1801,"ice","winter",-119.398616306047,48.1609571039842,6,8.02682618399736,0.33445109099989,334.45109099989,0.0929030808333028
"121","X30129","1999-03-26",26,"March",1999,"19:26",61.424,-67.647,1797,"ice","winter",-27.0496444323253,57.503677047306,6,9.583946174551,0.399331090606292,399.331090606292,0.110925302946192
"122","X30129","1999-03-20",20,"March",1999,"18:56",61.054,-66.571,1794,"ice","winter",125.079589990688,70.7096063514562,6,11.7849343919094,0.491038932996224,491.038932996224,0.136399703610062
"123","X30129","1999-03-14",14,"March",1999,"13:53",61.262,-66.969,1791,"ice","winter",-42.5342493332423,31.4540224419648,6,5.24233707366079,0.218430711402533,218.430711402533,0.0606751976118148
"124","X30129","1999-03-08",8,"March",1999,"14:24",61.206,-66.676,1788,"ice","winter",111.532485813628,16.8585392327809,6,2.80975653879682,0.117073189116534,117.073189116534,0.0325203303101484
"125","X30129","1999-03-02",2,"March",1999,"17:12",61.614,-66.617,1784,"ice","winter",3.93268775617031,45.4453778271861,6,7.57422963786435,0.315592901577681,315.592901577681,0.0876646948826893
"126","X30129","1999-02-24",24,"February",1999,"20:26",61.525,-65.014,1779,"land","winter",95.9463921033977,85.3766201224015,6,14.2294366870669,0.592893195294455,592.893195294455,0.16469255424846
"127","X30129","1999-02-06",6,"February",1999,"18:20",61.525,-65.094,1768,"land","freeze",-89.9648389895482,4.23834107150331,18,0.235463392861295,0.00981097470255396,9.81097470255396,0.00272527075070943
"128","X30129","1999-01-31",31,"January",1999,"17:49",61.585,-64.831,1765,"land","freeze",64.2917531289203,15.4343812137928,6,2.57239686896547,0.107183202873561,107.183202873561,0.0297731119093226
"129","X30129","1999-01-25",25,"January",1999,"13:13",61.549,-65.089,1761,"land","freeze",-106.220284648579,14.2242574175516,6,2.37070956959193,0.0987795653996637,98.7795653996637,0.0274387681665732
"130","X30129","1999-01-19",19,"January",1999,"13:46",61.54,-65.041,1754,"land","freeze",111.459230436511,2.73110218213632,6,0.45518369702272,0.0189659873759467,18.9659873759467,0.00526832982665185
"131","X30129","1999-01-07",7,"January",1999,"13:12",61.537,-65.029,1747,"land","freeze",117.675508166271,0.717605304828734,12,0.0598004420690612,0.00249168508621088,2.49168508621088,0.00069213474616969
"132","X30126","1998-12-02",2,"December",1998,"17:21",61.558,-64.904,1730,"land","freeze",78.1252756881236,2.16321293140468,36,0.0600892480945746,0.00250371867060727,2.50371867060727,0.00069547740850202
"133","X30126","1998-11-08",8,"November",1998,"19:57",61.528,-67.035,1723,"ice","freeze",-90.7552988854787,112.877614189638,24,4.70323392456823,0.195968080190343,195.968080190343,0.0544355778306508
"134","X30126","1998-10-15",15,"October",1998,"16:01",61.445,-64.913,1720,"land","summer",93.7513310584549,112.933414594251,24,4.70555894142714,0.196064955892798,196.064955892798,0.0544624877479993
"135","X30126","1998-09-27",27,"September",1998,"16:03",61.601,-64.797,1717,"land","summer",19.4708894374658,18.391994041949,18,1.02177744677494,0.0425740602822893,42.5740602822893,0.0118261278561915
"136","X30126","1998-09-21",21,"September",1998,"17:10",61.624,-64.78,1714,"land","summer",19.3543276665579,2.70896875441629,6,0.451494792402716,0.0188122830167798,18.8122830167798,0.00522563417132773
"137","X30126","1998-09-09",9,"September",1998,"13:02",60.813,-63.965,1709,"ice","summer",153.822459915757,100.110890845981,12,8.34257423716508,0.347607259881878,347.607259881878,0.0965575721894107
"138","X30126","1998-09-03",3,"September",1998,"17:06",61.613,-64.776,1708,"ice","summer",-25.6656935998135,98.9213427825447,6,16.4868904637575,0.686953769323227,686.953769323227,0.190820491478674
"139","X30126","1998-08-28",28,"August",1998,"16:33",61.689,-64.774,1707,"ice","summer",0.715040124846948,8.44577930635657,6,1.40762988439276,0.0586512451830317,58.6512451830317,0.0162920125508422
"140","X30126","1998-08-22",22,"August",1998,"19:37",61.35,-64.757,1704,"ice","summer",178.622655685955,37.6804487489256,6,6.28007479148761,0.26166978297865,261.66978297865,0.0726860508274029
"141","X30126","1998-08-16",16,"August",1998,"20:10",61.531,-64.724,1703,"land","summer",4.96694301396034,20.188975300247,6,3.36482921670783,0.140201217362826,140.201217362826,0.0389447826007851
"142","X30126","1998-08-10",10,"August",1998,"16:32",61.36,-64.356,1702,"ice","summer",134.028696164197,27.2600178160671,6,4.54333630267785,0.189305679278244,189.305679278244,0.0525849109106233
"143","X30126","1998-08-04",4,"August",1998,"19:18",61.349,-64.728,1701,"ice","summer",-93.366426536724,19.8539628014518,6,3.30899380024197,0.137874741676749,137.874741676749,0.0382985393546525
"144","X30126","1998-07-17",17,"July",1998,"19:18",61.374,-64.808,1697,"land","break",-56.8598493789548,5.08627411739444,18,0.282570784299691,0.0117737826791538,11.7737826791538,0.00327049518865383
"145","X30126","1998-07-05",5,"July",1998,"20:30",61.947,-59.814,1696,"ice","break",74.2220252663204,270.935014386006,12,22.5779178655005,0.940746577729187,940.746577729187,0.261318493813663
"146","X30126","1998-06-29",29,"June",1998,"19:16",61.673,-65.284,1693,"ice","break",-93.6372612488545,288.657702234967,6,48.1096170391611,2.00456737663171,2004.56737663171,0.556824271286587
"147","X30126","1998-06-17",17,"June",1998,"16:24",61.44,-64.739,1689,"land","break",131.671528993626,38.7598397228248,12,3.22998664356873,0.134582776815364,134.582776815364,0.0373841046709344
"148","X30126","1998-06-11",11,"June",1998,"19:14",61.495,-64.72,1686,"land","break",9.36153259532201,6.19424422209139,6,1.03237403701523,0.0430155848756346,43.0155848756346,0.0119487735765652
"149","X30126","1998-05-30",30,"May",1998,"18:49",61.314,-66.746,1683,"ice","break",-99.6824826866103,109.608233980093,12,9.1340194983411,0.380584145764213,380.584145764213,0.105717818267837
"150","X30126","1998-05-24",24,"May",1998,"17:31",60.887,-64.175,1682,"ice","break",107.837443203573,145.980456845005,6,24.3300761408342,1.01375317253476,1013.75317253476,0.281598103481878
"151","X30126","1998-05-18",18,"May",1998,"16:52",60.465,-64.045,1680,"ice","break",171.363787782851,47.4232924168734,6,7.90388206947891,0.329328419561621,329.328419561621,0.0914801165448948
"152","X30126","1998-05-12",12,"May",1998,"16:22",60.534,-64.486,1678,"ice","break",-72.1812988888246,25.3197982655867,6,4.21996637759779,0.175831932399908,175.831932399908,0.0488422034444189
"153","X30126","1998-05-06",6,"May",1998,"17:26",60.554,-66.25,1674,"ice","break",-87.911329227633,96.4144221713022,6,16.0690703618837,0.669544598411821,669.544598411821,0.18598461066995
"154","X30126","1998-04-30",30,"April",1998,"19:48",61.529,-67.527,1671,"ice","winter",-31.8233713921722,128.284620709969,6,21.3807701183282,0.890865421597007,890.865421597007,0.24746261711028
"155","X30126","1998-04-24",24,"April",1998,"18:01",62.336,-65.318,1666,"ice","winter",51.2018351296299,146.206527566454,6,24.367754594409,1.01532310810037,1015.32310810037,0.282034196694548
"156","X30126","1998-04-18",18,"April",1998,"19:08",61.348,-65.649,1663,"ice","winter",-170.869980852469,111.149753101891,6,18.5249588503152,0.7718732854298,771.8732854298,0.214409245952722
"157","X30126","1998-04-12",12,"April",1998,"19:44",60.62,-63.795,1659,"ice","winter",128.177814452171,128.560377657641,6,21.4267296096068,0.892780400400284,892.780400400284,0.247994555666745
"158","X30126","1998-04-06",6,"April",1998,"13:42",60.709,-64.18,1655,"ice","winter",-64.5721023207832,23.1754914525397,6,3.86258190875661,0.160940912864859,160.940912864859,0.0447058091291274
