,ID,DATE,DAY,MONTH,YEAR,TIME,LAT,LONG,ROWID,testDate,Season
317,X10707,3-20-93,20,March,1993,14:48,61.283,-62.817,330,1993-03-20,winter
318,X13292,3-20-93,20,March,1993,.,62.915,-61.983,331,1993-03-20,winter
319,X13289,3-20-93,20,March,1993,.,62.963,-62.444,332,1993-03-20,winter
320,X10709,3-20-93,20,March,1993,15:55,64.417,-65.517,333,1993-03-20,winter
321,X13284,3-21-93,21,March,1993,.,63.036,-53.973,334,1993-03-21,winter
322,X10700,3-23-93,23,March,1993,22:01,63.817,-65.033,335,1993-03-23,winter
323,X10707,3-25-93,25,March,1993,11:36,61.383,-63.2,336,1993-03-25,winter
324,X13284,3-25-93,25,March,1993,.,62.308,-53.717,337,1993-03-25,winter
325,X10709,3-25-93,25,March,1993,11:22,64.55,-65.5,338,1993-03-25,winter
326,X13292,3-26-93,26,March,1993,.,63.024,-61.199,339,1993-03-26,winter
327,X10700,3-28-93,28,March,1993,19:17,63.85,-65.183,340,1993-03-28,winter
328,X13284,3-29-93,29,March,1993,.,61.755,-52.415,341,1993-03-29,winter
329,X10707,3-30-93,30,March,1993,17:50,61.167,-64.017,342,1993-03-30,winter
330,X10709,3-30-93,30,March,1993,17:14,64.533,-65.383,344,1993-03-30,winter
331,X13292,4-01-93,1,April,1993,.,62.243,-62.428,345,1993-04-01,winter
332,X13289,4-01-93,1,April,1993,.,63.05,-62.598,346,1993-04-01,winter
333,X13284,4-02-93,2,April,1993,.,61.215,-52.73,347,1993-04-02,winter
334,X10700,4-02-93,2,April,1993,18:15,63.85,-65.117,348,1993-04-02,winter
335,X10703,4-03-93,3,April,1993,18:06,64.167,-65.283,349,1993-04-03,winter
336,X11974,4-04-93,4,April,1993,14:27,55.467,-60.233,350,1993-04-04,winter
337,X10707,4-04-93,4,April,1993,12:56,61.75,-63.767,351,1993-04-04,winter
338,X10709,4-04-93,4,April,1993,12:55,64.4,-65.317,352,1993-04-04,winter
339,X11974,4-05-93,5,April,1993,.,57.683,-61.683,353,1993-04-05,winter
340,X11975,4-05-93,5,April,1993,19:20,58.533,-62.767,354,1993-04-05,winter
341,X13284,4-06-93,6,April,1993,.,61.418,-54.906,356,1993-04-06,winter
342,X13292,4-07-93,7,April,1993,.,62.761,-62.539,357,1993-04-07,winter
343,X10700,4-07-93,7,April,1993,21:34,63.85,-64.9,358,1993-04-07,winter
344,X11974,4-09-93,9,April,1993,10:17,58.167,-62.467,359,1993-04-09,winter
345,X10707,4-09-93,9,April,1993,16:52,62.333,-63.917,360,1993-04-09,winter
346,X10709,4-09-93,9,April,1993,14:20,64.283,-65.4,361,1993-04-09,winter
347,X11975,4-10-93,10,April,1993,18:19,58.617,-62.917,362,1993-04-10,winter
348,X13284,4-10-93,10,April,1993,.,62.597,-55.239,363,1993-04-10,winter
349,X10700,4-12-93,12,April,1993,17:55,63.95,-64.7,364,1993-04-12,winter
350,X13292,4-13-93,13,April,1993,.,63.476,-62.286,365,1993-04-13,winter
351,X13289,4-13-93,13,April,1993,.,63.841,-61.649,366,1993-04-13,winter
352,X10703,4-13-93,13,April,1993,19:30,64.167,-64.417,367,1993-04-13,winter
353,X10707,4-14-93,14,April,1993,15:51,62.633,-64,368,1993-04-14,winter
354,X13284,4-14-93,14,April,1993,.,63.815,-57.168,369,1993-04-14,winter
355,X11975,4-15-93,15,April,1993,20:41,58.583,-62.767,370,1993-04-15,winter
356,X10700,4-17-93,17,April,1993,19:45,64,-64.3,371,1993-04-17,winter
357,X10703,4-18-93,18,April,1993,16:44,64.083,-64.55,372,1993-04-18,winter
358,X13284,4-18-93,18,April,1993,.,64.495,-57.069,373,1993-04-18,winter
359,X10707,4-19-93,19,April,1993,12:25,62.283,-64.35,374,1993-04-19,winter
360,X13292,4-19-93,19,April,1993,.,63.123,-61.53,375,1993-04-19,winter
361,X10709,4-19-93,19,April,1993,16:32,64.4,-64.867,376,1993-04-19,winter
362,X13289,4-19-93,19,April,1993,.,64.49,-62.793,377,1993-04-19,winter
363,X11975,4-20-93,20,April,1993,19:39,58.317,-62.383,378,1993-04-20,winter
364,X10700,4-22-93,22,April,1993,17:34,64.4,-63.467,379,1993-04-22,winter
365,X13284,4-22-93,22,April,1993,.,64.436,-57.68,380,1993-04-22,winter
366,X10703,4-23-93,23,April,1993,19:04,64.317,-63.35,381,1993-04-23,winter
367,X11974,4-24-93,24,April,1993,12:22,58.533,-62.95,382,1993-04-24,winter
368,X10707,4-24-93,24,April,1993,12:19,62.267,-64.467,383,1993-04-24,winter
369,X10709,4-24-93,24,April,1993,17:12,64.4,-64.917,384,1993-04-24,winter
370,X13292,4-25-93,25,April,1993,.,62.376,-61.896,386,1993-04-25,winter
371,X13289,4-25-93,25,April,1993,.,64.056,-61.975,387,1993-04-25,winter
372,X13284,4-26-93,26,April,1993,.,64.421,-57.432,388,1993-04-26,winter
373,X10700,4-27-93,27,April,1993,16:12,64.117,-62.733,389,1993-04-27,winter
374,X10707,4-29-93,29,April,1993,13:52,62.15,-63.917,390,1993-04-29,winter
375,X10709,4-29-93,29,April,1993,17:50,64.433,-64.867,391,1993-04-29,winter
376,X11975,4-30-93,30,April,1993,15:09,58.317,-62.383,392,1993-04-30,winter
377,X13284,4-30-93,30,April,1993,.,64.342,-59.285,393,1993-04-30,winter
378,X13292,5-01-93,1,May,1993,.,62.805,-61.553,394,1993-05-01,winter
379,X10700,5-02-93,2,May,1993,17:15,63.633,-61.683,395,1993-05-02,winter
380,X10703,5-03-93,3,May,1993,17:24,63.617,-62.317,396,1993-05-03,winter
381,X11974,5-04-93,4,May,1993,15:11,59.05,-63.233,397,1993-05-04,winter
382,X10707,5-04-93,4,May,1993,13:33,63.083,-63.067,398,1993-05-04,winter
383,X13284,5-04-93,4,May,1993,.,63.917,-59.57,399,1993-05-04,winter
384,X10709,5-04-93,4,May,1993,13:41,64.817,-65.433,400,1993-05-04,winter
385,X11975,5-05-93,5,May,1993,18:16,58.767,-62.867,401,1993-05-05,winter
386,X10700,5-07-93,7,May,1993,21:17,62.7,-61.183,402,1993-05-07,winter
387,X13289,5-07-93,7,May,1993,.,62.826,-62.591,403,1993-05-07,winter
388,X13292,5-07-93,7,May,1993,.,63.121,-60.69,404,1993-05-07,winter
389,X10703,5-08-93,8,May,1993,15:37,63.617,-61.517,405,1993-05-08,winter
390,X11974,5-09-93,9,May,1993,10:54,58.783,-62.5,406,1993-05-09,winter
391,X10707,5-09-93,9,May,1993,17:30,63.3,-60.333,407,1993-05-09,winter
392,X10709,5-09-93,9,May,1993,13:39,64.6,-64.167,408,1993-05-09,winter
393,X11975,5-10-93,10,May,1993,14:53,58.95,-63.117,409,1993-05-10,winter
394,X10700,5-12-93,12,May,1993,21:57,62.067,-62.567,410,1993-05-12,winter
395,X13284,5-12-93,12,May,1993,.,63.861,-58.382,411,1993-05-12,winter
396,X10703,5-13-93,13,May,1993,18:23,63.5,-62.517,412,1993-05-13,winter
397,X13292,5-13-93,13,May,1993,.,63.725,-61.564,413,1993-05-13,winter
398,X11974,5-14-93,14,May,1993,13:30,58.35,-62.3,414,1993-05-14,winter
399,X10707,5-14-93,14,May,1993,18:09,64.25,-62.367,415,1993-05-14,winter
400,X10709,5-14-93,14,May,1993,11:49,64.4,-65.017,416,1993-05-14,winter
401,X13284,5-16-93,16,May,1993,.,64.893,-59.319,417,1993-05-16,winter
402,X10700,5-17-93,17,May,1993,19:13,62.233,-64,418,1993-05-17,break
403,X10703,5-18-93,18,May,1993,15:22,63.433,-63.167,419,1993-05-18,break
404,X11974,5-19-93,19,May,1993,11:44,57.617,-61.5,420,1993-05-19,break
405,X13289,5-19-93,19,May,1993,.,62.439,-65.764,421,1993-05-19,break
406,X10709,5-19-93,19,May,1993,15:03,64.383,-64.767,422,1993-05-19,break
407,X13292,5-19-93,19,May,1993,.,64.492,-61.74,423,1993-05-19,break
408,X10707,5-19-93,19,May,1993,12:13,64.967,-64.3,424,1993-05-19,break
409,X11975,5-20-93,20,May,1993,18:37,58.55,-62.55,425,1993-05-20,break
410,X13284,5-20-93,20,May,1993,.,65.269,-59.997,426,1993-05-20,break
411,X10700,5-22-93,22,May,1993,19:51,62.417,-64.55,427,1993-05-22,break
412,X10703,5-23-93,23,May,1993,19:40,62.933,-63.417,428,1993-05-23,break
413,X10709,5-24-93,24,May,1993,11:34,64.417,-64.933,429,1993-05-24,break
414,X10707,5-24-93,24,May,1993,17:50,65.35,-65.417,430,1993-05-24,break
415,X11975,5-25-93,25,May,1993,19:17,58.617,-62.35,431,1993-05-25,break
416,X13289,5-25-93,25,May,1993,.,62.137,-63.896,432,1993-05-25,break
417,X13292,5-25-93,25,May,1993,.,64.728,-60.652,433,1993-05-25,break
418,X10700,5-27-93,27,May,1993,20:24,63.4,-62.817,434,1993-05-27,break
419,X10703,5-28-93,28,May,1993,18:41,62.883,-64.15,435,1993-05-28,break
420,X13284,5-28-93,28,May,1993,.,65.432,-59.365,436,1993-05-28,break
421,X10709,5-29-93,29,May,1993,16:49,64.533,-64.817,437,1993-05-29,break
422,X10707,5-29-93,29,May,1993,13:30,65.167,-65.217,438,1993-05-29,break
423,X13289,5-31-93,31,May,1993,.,63.164,-62.631,439,1993-05-31,break
424,X13292,5-31-93,31,May,1993,.,65.194,-59.762,440,1993-05-31,break
425,X10700,6-01-93,1,June,1993,19:33,64.083,-62,441,1993-06-01,break
426,X13284,6-01-93,1,June,1993,.,65.361,-59.837,442,1993-06-01,break
427,X10703,6-02-93,2,June,1993,13:23,63.2,-64.65,443,1993-06-02,break
428,X11974,6-03-93,3,June,1993,14:39,58.483,-62.6,444,1993-06-03,break
429,X10709,6-03-93,3,June,1993,17:27,64.433,-64.7,445,1993-06-03,break
430,X13284,6-05-93,5,June,1993,.,65.6,-58.769,446,1993-06-05,break
431,X13289,6-06-93,6,June,1993,.,64.002,-62.268,447,1993-06-06,break
432,X13292,6-06-93,6,June,1993,.,65.621,-58.587,448,1993-06-06,break
433,X10703,6-07-93,7,June,1993,14:53,63.183,-64.283,449,1993-06-07,break
434,X10709,6-08-93,8,June,1993,18:06,64.667,-65.217,450,1993-06-08,break
435,X10707,6-08-93,8,June,1993,18:10,64.983,-65.05,451,1993-06-08,break
436,X11975,6-09-93,9,June,1993,19:34,59.067,-63.033,452,1993-06-09,break
437,X13284,6-09-93,9,June,1993,.,65.666,-59.538,453,1993-06-09,break
438,X10700,6-11-93,11,June,1993,18:24,64.967,-59.567,455,1993-06-11,break
439,X10703,6-12-93,12,June,1993,19:42,63.4,-63.683,456,1993-06-12,break
440,X13289,6-12-93,12,June,1993,.,64.924,-59.953,457,1993-06-12,break
441,X13292,6-12-93,12,June,1993,.,66.216,-59.255,458,1993-06-12,break
442,X11974,6-13-93,13,June,1993,10:29,58.4,-62.317,459,1993-06-13,break
443,X10709,6-13-93,13,June,1993,12:46,64.65,-65.05,460,1993-06-13,break
444,X10707,6-13-93,13,June,1993,16:03,65.2,-65.1,461,1993-06-13,break
445,X13284,6-13-93,13,June,1993,.,65.516,-59.798,462,1993-06-13,break
446,X10700,6-16-93,16,June,1993,16:29,65.517,-59.733,463,1993-06-16,break
447,X10703,6-17-93,17,June,1993,19:38,63.167,-64.4,464,1993-06-17,break
448,X13284,6-17-93,17,June,1993,.,65.222,-59.67,465,1993-06-17,break
449,X11974,6-18-93,18,June,1993,11:11,58.233,-62.133,466,1993-06-18,break
450,X10709,6-18-93,18,June,1993,14:18,64.883,-65.6,467,1993-06-18,break
451,X13292,6-18-93,18,June,1993,.,64.954,-59.447,468,1993-06-18,break
452,X13289,6-18-93,18,June,1993,.,65.814,-58.996,469,1993-06-18,break
453,X11975,6-19-93,19,June,1993,17:34,58.833,-62.167,470,1993-06-19,break
454,X13284,6-21-93,21,June,1993,.,65.523,-58.762,471,1993-06-21,break
455,X10700,6-21-93,21,June,1993,20:30,65.9,-59.033,472,1993-06-21,break
456,X10703,6-22-93,22,June,1993,16:57,63.433,-63.533,473,1993-06-22,break
457,X10707,6-23-93,23,June,1993,15:08,64.533,-63.933,474,1993-06-23,break
458,X10709,6-23-93,23,June,1993,15:07,65.167,-66.133,475,1993-06-23,break
459,X11975,6-24-93,24,June,1993,19:52,58.65,-62.467,476,1993-06-24,break
460,X13292,6-24-93,24,June,1993,.,65.09,-59.538,477,1993-06-24,break
461,X13289,6-24-93,24,June,1993,.,66.733,-58.699,478,1993-06-24,break
462,X13284,6-25-93,25,June,1993,.,65.622,-58.264,479,1993-06-25,break
463,X10700,6-26-93,26,June,1993,16:23,65.167,-58.7,480,1993-06-26,break
464,X10703,6-27-93,27,June,1993,19:19,64.4,-64.3,481,1993-06-27,break
465,X10707,6-28-93,28,June,1993,17:25,64.75,-64.05,482,1993-06-28,break
466,X10709,6-28-93,28,June,1993,15:41,65.2,-66.033,483,1993-06-28,break
467,X13292,6-30-93,30,June,1993,.,64.698,-59.785,485,1993-06-30,break
468,X13289,6-30-93,30,June,1993,.,67.032,-58.927,486,1993-06-30,break
469,X10703,7-02-93,2,July,1993,16:37,64.55,-63.767,487,1993-07-02,break
470,X11974,7-03-93,3,July,1993,13:55,58.383,-61.783,488,1993-07-03,break
471,X10709,7-03-93,3,July,1993,18:04,65.333,-66.067,489,1993-07-03,break
472,X13292,7-06-93,6,July,1993,.,63.889,-59.879,490,1993-07-06,break
473,X10700,7-06-93,6,July,1993,19:08,64.333,-59.583,491,1993-07-06,break
474,X13289,7-06-93,6,July,1993,.,66.55,-56.565,492,1993-07-06,break
475,X13284,7-07-93,7,July,1993,.,65.987,-56.629,493,1993-07-07,summer
476,X10707,7-08-93,8,July,1993,12:09,64.9,-63.25,494,1993-07-08,summer
477,X10709,7-08-93,8,July,1993,17:04,65.5,-65.35,495,1993-07-08,summer
478,X10700,7-11-93,11,July,1993,20:58,64.867,-61.25,496,1993-07-11,summer
479,X13284,7-11-93,11,July,1993,.,65.875,-57.407,497,1993-07-11,summer
480,X13292,7-12-93,12,July,1993,.,64.349,-61.844,498,1993-07-12,summer
481,X10703,7-12-93,12,July,1993,14:02,64.967,-62.967,499,1993-07-12,summer
482,X13289,7-12-93,12,July,1993,.,66.292,-56.979,500,1993-07-12,summer
483,X10707,7-13-93,13,July,1993,17:42,64.75,-62.933,501,1993-07-13,summer
484,X10709,7-13-93,13,July,1993,12:00,65.55,-65.8,502,1993-07-13,summer
485,X13284,7-15-93,15,July,1993,.,64.966,-58.441,503,1993-07-15,summer
486,X10703,7-17-93,17,July,1993,17:13,64.967,-62.2,504,1993-07-17,summer
487,X13292,7-18-93,18,July,1993,.,64.754,-62.077,505,1993-07-18,summer
488,X10707,7-18-93,18,July,1993,13:25,64.8,-62.133,506,1993-07-18,summer
489,X10709,7-18-93,18,July,1993,16:43,65.567,-65.95,508,1993-07-18,summer
490,X13289,7-18-93,18,July,1993,.,66.242,-58.96,509,1993-07-18,summer
491,X10703,7-22-93,22,July,1993,19:17,65.067,-60.867,510,1993-07-22,summer
492,X10707,7-23-93,23,July,1993,15:45,64.933,-61.633,511,1993-07-23,summer
493,X10709,7-23-93,23,July,1993,12:29,65.583,-66,512,1993-07-23,summer
494,X13292,7-24-93,24,July,1993,.,64.708,-62.032,513,1993-07-24,summer
495,X13289,7-24-93,24,July,1993,.,65.663,-61.487,514,1993-07-24,summer
496,X10707,7-28-93,28,July,1993,13:18,64.85,-60.817,515,1993-07-28,summer
497,X10709,7-28-93,28,July,1993,18:02,65.533,-66.25,516,1993-07-28,summer
498,X13292,7-30-93,30,July,1993,.,64.822,-62.748,517,1993-07-30,summer
499,X13289,7-30-93,30,July,1993,.,65.142,-62.283,518,1993-07-30,summer
500,X13284,7-31-93,31,July,1993,.,64.228,-60.095,519,1993-07-31,summer
501,X10700,7-31-93,31,July,1993,20:46,64.683,-59.65,520,1993-07-31,summer
502,X10703,8-01-93,1,August,1993,13:33,65.133,-63.567,521,1993-08-01,summer
503,X10707,8-02-93,2,August,1993,12:04,65.083,-61.983,522,1993-08-02,summer
504,X10707,8-02-93,2,August,1993,17:03,65.1,-61.883,523,1993-08-02,summer
505,X10709,8-02-93,2,August,1993,17:03,65.633,-65.917,524,1993-08-02,summer
506,X13284,8-04-93,4,August,1993,.,64.529,-60.31,527,1993-08-04,summer
507,X13289,8-05-93,5,August,1993,.,64.978,-61.739,528,1993-08-05,summer
508,X13292,8-05-93,5,August,1993,.,64.981,-62.923,529,1993-08-05,summer
509,X10703,8-06-93,6,August,1993,16:43,65.183,-63.867,530,1993-08-06,summer
510,X10707,8-07-93,7,August,1993,12:42,64.833,-61.617,531,1993-08-07,summer
511,X10700,8-10-93,10,August,1993,21:54,65.817,-61.017,532,1993-08-10,summer
512,X13292,8-11-93,11,August,1993,.,64.897,-63.569,533,1993-08-11,summer
513,X10703,8-11-93,11,August,1993,18:32,65.233,-63.833,534,1993-08-11,summer
514,X11974,8-12-93,12,August,1993,10:05,59.1,-63.4,535,1993-08-12,summer
515,X10709,8-12-93,12,August,1993,16:40,65.5,-65.367,536,1993-08-12,summer
516,X10700,8-15-93,15,August,1993,17:43,66.35,-61.567,537,1993-08-15,summer
517,X10703,8-16-93,16,August,1993,14:15,65.217,-63.833,538,1993-08-16,summer
518,X13292,8-17-93,17,August,1993,.,64.897,-63.569,539,1993-08-17,summer
519,X13289,8-17-93,17,August,1993,.,64.953,-62.851,540,1993-08-17,summer
520,X13284,8-20-93,20,August,1993,.,66.176,-59.754,541,1993-08-20,summer
521,X10700,8-20-93,20,August,1993,20:01,66.433,-61.667,542,1993-08-20,summer
522,X10703,8-21-93,21,August,1993,19:39,65.2,-63.85,543,1993-08-21,summer
523,X10709,8-22-93,22,August,1993,17:56,64.417,-65.067,544,1993-08-22,summer
524,X10707,8-22-93,22,August,1993,14:20,64.833,-64.983,545,1993-08-22,summer
525,X13292,8-23-93,23,August,1993,.,64.897,-63.569,546,1993-08-23,summer
526,X11974,8-27-93,27,August,1993,10:21,59.117,-63.467,547,1993-08-27,summer
527,X10709,8-27-93,27,August,1993,16:59,64.75,-65.917,548,1993-08-27,summer
528,X13292,8-29-93,29,August,1993,.,64.897,-63.569,549,1993-08-29,summer
529,X13289,8-29-93,29,August,1993,.,64.948,-63.304,550,1993-08-29,summer
530,X10700,8-30-93,30,August,1993,18:03,66.567,-61.417,551,1993-08-30,summer
531,X10709,9-01-93,1,September,1993,14:03,64.767,-65.6,552,1993-09-01,summer
532,X10709,9-01-93,1,September,1993,14:17,64.767,-65.617,553,1993-09-01,summer
533,X13292,9-04-93,4,September,1993,.,64.897,-63.569,554,1993-09-04,summer
534,X10703,9-05-93,5,September,1993,18:29,65.15,-64.433,555,1993-09-05,summer
535,X10700,9-09-93,9,September,1993,21:08,66.6,-61.433,556,1993-09-09,summer
536,X10703,9-10-93,10,September,1993,17:28,64.817,-65.65,557,1993-09-10,summer
537,X13292,9-10-93,10,September,1993,.,64.897,-63.569,558,1993-09-10,summer
538,X10709,9-11-93,11,September,1993,13:58,64.683,-66.133,559,1993-09-11,summer
539,X10700,9-14-93,14,September,1993,20:02,66.633,-61.367,560,1993-09-14,summer
540,X13292,9-16-93,16,September,1993,.,64.897,-63.569,561,1993-09-16,summer
541,X10700,9-19-93,19,September,1993,20:53,66.583,-61.417,562,1993-09-19,summer
542,X10707,9-21-93,21,September,1993,16:55,65.5,-64.583,563,1993-09-21,summer
543,X13292,9-22-93,22,September,1993,.,64.897,-63.569,564,1993-09-22,summer
544,X13289,9-22-93,22,September,1993,.,65.091,-63.723,565,1993-09-22,summer
545,X10700,9-24-93,24,September,1993,17:57,66.567,-61.383,566,1993-09-24,summer
546,X10703,9-25-93,25,September,1993,13:50,64.5,-65.25,567,1993-09-25,summer
547,X10709,9-26-93,26,September,1993,15:56,64.667,-65.883,568,1993-09-26,summer
548,X13292,9-28-93,28,September,1993,.,64.897,-63.569,571,1993-09-28,summer
549,X13289,9-28-93,28,September,1993,.,65.091,-63.723,572,1993-09-28,summer
550,X10700,9-29-93,29,September,1993,20:18,66.567,-61.383,573,1993-09-29,summer
551,X10703,9-30-93,30,September,1993,15:24,64.5,-65.117,574,1993-09-30,summer
552,X11974,10-01-93,1,October,1993,13:22,59.133,-63.617,575,1993-10-01,summer
553,X10709,10-01-93,1,October,1993,15:00,64.55,-65.85,576,1993-10-01,summer
554,X13292,10-04-93,4,October,1993,.,64.897,-63.569,577,1993-10-04,summer
555,X10700,10-04-93,4,October,1993,20:57,66.55,-61.367,578,1993-10-04,summer
556,X10709,10-06-93,6,October,1993,14:52,64.567,-65.767,581,1993-10-06,summer
557,X13428,10-07-93,7,October,1993,.,66.433,-61.874,582,1993-10-07,summer
558,X13437,10-08-93,8,October,1993,.,66.406,-61.724,583,1993-10-08,summer
559,X10700,10-09-93,9,October,1993,18:16,66.567,-61.4,584,1993-10-09,summer
560,X13292,10-10-93,10,October,1993,.,64.897,-63.569,585,1993-10-10,summer
561,X13289,10-10-93,10,October,1993,.,65.091,-63.723,586,1993-10-10,summer
562,X13437,10-13-93,13,October,1993,.,66.409,-61.789,587,1993-10-13,summer
563,X13428,10-13-93,13,October,1993,.,66.415,-62.23,588,1993-10-13,summer
564,X10703,10-15-93,15,October,1993,14:58,64.617,-65.417,589,1993-10-15,summer
565,X10709,10-16-93,16,October,1993,16:53,64.517,-65.833,590,1993-10-16,summer
566,X13292,10-16-93,16,October,1993,.,64.897,-63.569,591,1993-10-16,summer
567,X13289,10-16-93,16,October,1993,.,65.091,-63.723,592,1993-10-16,summer
568,X10707,10-16-93,16,October,1993,11:56,65.517,-64.583,593,1993-10-16,summer
569,X11975,10-17-93,17,October,1993,19:59,58.7,-63.167,594,1993-10-17,summer
570,X13437,10-19-93,19,October,1993,.,66.429,-61.847,595,1993-10-19,summer
571,X13428,10-19-93,19,October,1993,.,66.439,-61.901,596,1993-10-19,summer
572,X10700,10-19-93,19,October,1993,19:37,66.583,-61.367,597,1993-10-19,summer
573,X13292,10-22-93,22,October,1993,.,64.897,-63.569,598,1993-10-22,summer
574,X13289,10-22-93,22,October,1993,.,65.091,-63.723,599,1993-10-22,summer
575,X13437,10-25-93,25,October,1993,.,66.397,-61.921,600,1993-10-25,summer
576,X13428,10-25-93,25,October,1993,.,66.404,-61.985,601,1993-10-25,summer
577,X13292,10-28-93,28,October,1993,.,64.969,-63.374,602,1993-10-28,summer
578,X10709,10-31-93,31,October,1993,14:19,64.5,-65.817,603,1993-10-31,summer
579,X13437,10-31-93,31,October,1993,.,66.407,-61.659,604,1993-10-31,summer
580,X13428,10-31-93,31,October,1993,.,66.627,-61.269,605,1993-10-31,summer
581,X13292,11-03-93,3,November,1993,.,64.979,-63.416,606,1993-11-03,summer
582,X13289,11-03-93,3,November,1993,.,65.145,-63.354,607,1993-11-03,summer
583,X10700,11-03-93,3,November,1993,18:15,66.75,-61.417,608,1993-11-03,summer
584,X10703,11-04-93,4,November,1993,18:01,64.45,-65.417,609,1993-11-04,summer
585,X13428,11-06-93,6,November,1993,.,66.447,-60.197,610,1993-11-06,summer
586,X13437,11-06-93,6,November,1993,.,66.492,-60.31,611,1993-11-06,summer
587,X10700,11-08-93,8,November,1993,21:17,66.133,-61.233,613,1993-11-08,summer
588,X13289,11-09-93,9,November,1993,.,64.942,-63.042,614,1993-11-09,summer
589,X10709,11-10-93,10,November,1993,15:40,64.5,-65.517,615,1993-11-10,summer
590,X10707,11-10-93,10,November,1993,14:00,65.517,-64.633,617,1993-11-10,summer
591,X13437,11-12-93,12,November,1993,.,65.765,-59.181,618,1993-11-12,summer
592,X13428,11-12-93,12,November,1993,.,65.807,-59.573,619,1993-11-12,summer
593,X10700,11-13-93,13,November,1993,19:32,65.95,-59.617,620,1993-11-13,summer
594,X10703,11-14-93,14,November,1993,17:37,64.417,-64.883,621,1993-11-14,freeze
595,X13292,11-15-93,15,November,1993,.,63.64,-61.915,622,1993-11-15,freeze
596,X13289,11-15-93,15,November,1993,.,63.75,-62.038,623,1993-11-15,freeze
597,X13428,11-18-93,18,November,1993,.,64.676,-60.587,624,1993-11-18,freeze
598,X13437,11-18-93,18,November,1993,.,64.838,-60.542,625,1993-11-18,freeze
599,X10700,11-18-93,18,November,1993,19:22,64.883,-60.05,626,1993-11-18,freeze
600,X10703,11-19-93,19,November,1993,16:39,64.383,-64.617,627,1993-11-19,freeze
601,X10709,11-20-93,20,November,1993,15:22,64.5,-65,628,1993-11-20,freeze
602,X13292,11-21-93,21,November,1993,.,62.421,-63.834,629,1993-11-21,freeze
603,X13289,11-21-93,21,November,1993,.,62.832,-62.866,630,1993-11-21,freeze
604,X10700,11-23-93,23,November,1993,20:54,64.767,-61.25,631,1993-11-23,freeze
605,X10703,11-24-93,24,November,1993,17:17,64.25,-64.333,632,1993-11-24,freeze
606,X13428,11-24-93,24,November,1993,.,65.244,-60.452,633,1993-11-24,freeze
607,X10709,11-25-93,25,November,1993,13:38,64.483,-65,634,1993-11-25,freeze
608,X13428,11-30-93,30,November,1993,.,64.232,-60.541,635,1993-11-30,freeze
609,X13437,11-30-93,30,November,1993,.,64.346,-60.983,636,1993-11-30,freeze
610,X13292,12-03-93,3,December,1993,.,60.387,-62.023,637,1993-12-03,freeze
611,X10703,12-04-93,4,December,1993,15:22,63.967,-64.183,638,1993-12-04,freeze
612,X10709,12-05-93,5,December,1993,16:43,64.383,-64.733,639,1993-12-05,freeze
613,X13437,12-06-93,6,December,1993,.,64.724,-58.968,640,1993-12-06,freeze
614,X13428,12-06-93,6,December,1993,.,65.091,-60.332,641,1993-12-06,freeze
615,X13292,12-09-93,9,December,1993,.,59.185,-60.048,642,1993-12-09,freeze
616,X13289,12-09-93,9,December,1993,.,62.769,-63.849,643,1993-12-09,freeze
617,X10709,12-10-93,10,December,1993,14:54,64.683,-65.117,644,1993-12-10,freeze
618,X13428,12-12-93,12,December,1993,.,65.928,-57.826,645,1993-12-12,freeze
619,X10703,12-14-93,14,December,1993,16:43,64.233,-64.6,646,1993-12-14,freeze
620,X13289,12-15-93,15,December,1993,.,62.769,-63.849,647,1993-12-15,freeze
621,X10709,12-15-93,15,December,1993,18:01,64.517,-64.317,648,1993-12-15,freeze
622,X10700,12-18-93,18,December,1993,20:16,64.167,-60,649,1993-12-18,freeze
623,X13437,12-18-93,18,December,1993,.,64.679,-59.899,650,1993-12-18,freeze
624,X13428,12-18-93,18,December,1993,.,66.298,-56.479,651,1993-12-18,freeze
625,X10709,12-20-93,20,December,1993,16:58,64.5,-64.75,652,1993-12-20,freeze
626,X13292,12-21-93,21,December,1993,.,59.724,-62.489,653,1993-12-21,freeze
627,X10700,12-23-93,23,December,1993,19:46,63.533,-59.667,654,1993-12-23,freeze
628,X10703,12-24-93,24,December,1993,13:12,63.367,-63.15,655,1993-12-24,freeze
629,X13428,12-24-93,24,December,1993,.,67.546,-56.235,656,1993-12-24,freeze
630,X13284,12-26-93,26,December,1993,.,66.538,-60.313,657,1993-12-26,freeze
631,X13292,12-27-93,27,December,1993,.,60.415,-61.484,658,1993-12-27,freeze
632,X10700,12-28-93,28,December,1993,20:25,63.467,-59.017,659,1993-12-28,freeze
633,X11974,12-30-93,30,December,1993,14:22,59.15,-63.65,660,1993-12-30,freeze
634,X13437,12-30-93,30,December,1993,.,64.52,-56.035,661,1993-12-30,freeze
635,X10709,12-30-93,30,December,1993,16:42,64.65,-64.4,662,1993-12-30,freeze
636,X13284,12-30-93,30,December,1993,.,66.317,-59.577,663,1993-12-30,freeze
637,X13428,12-30-93,30,December,1993,.,67.448,-54.93,664,1993-12-30,freeze
638,X13292,1-02-94,2,January,1994,.,59.539,-60.863,665,1994-01-02,freeze
639,X13289,1-02-94,2,January,1994,.,62.769,-63.849,666,1994-01-02,freeze
640,X10700,1-02-94,2,January,1994,21:06,63.917,-58.067,667,1994-01-02,freeze
