"","ROWID_2","ID","ROWID","DATE","DAY","MONTH","YEAR","TIME","SEASON","LONG","LAT","USED_AVAIL","ZONE","EASTING","NORTHING","ANGLE","DIST_KM","DIFF_DATE","KM_PER_DAY","KM_PER_HR","M_PER_HR","M_PER_S","date_char","distance","lon","lat"
"distance...112",32650,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.2529773037994,52.9124063946331,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",259752.186769386,-52.2142620392068,54.3920973095369
"distance...113",32651,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.2410090237523,53.3216988914269,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",230810.79567621,-53.078344663164,54.961348723475
"distance...114",32652,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.2213763044654,53.0119144529044,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",251038.774187033,-52.2142620392068,54.3920973095369
"distance...115",32653,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.1932394546785,52.372272921367,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",216389.475335661,-53.4900247837351,50.7424718671996
"distance...116",32654,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.1812350721848,52.3106873481687,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",210229.350712668,-53.5271857851224,50.7275933481864
"distance...117",32655,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.180321640996,52.3334794122995,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",212307.485171597,-53.5097990053829,50.7345573182714
"distance...118",32656,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.1780437627025,52.6069394914169,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",237567.982693119,-53.3067481036651,50.8155410989213
"distance...119",32657,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.1715001707643,52.3092194850281,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",209726.386941014,-53.5216487981903,50.7298115976722
"distance...120",32658,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.1458499613125,53.2933851661982,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",228423.288073225,-52.2142620392068,54.3920973095369
"distance...121",32659,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.1190539533018,52.4296017393137,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",218915.018407107,-53.397426454558,50.7794537825414
"distance...122",32660,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.0996971657785,52.3466551536116,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",210494.728868861,-53.4452855419371,50.7603563106148
"distance...123",32661,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.0784790460697,53.0444513088983,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",241323.03803937,-52.2142620392068,54.3920973095369
"distance...124",32662,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.049505095672,52.2125009271709,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",196159.176658334,-53.5096330994605,50.7346237465116
"distance...125",32663,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.0389873126106,52.2829384571253,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",202300.119210632,-53.4507539597752,50.7581719734463
"distance...126",32664,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-55.00140521005,52.5766136374077,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",228150.759324306,-53.2091764062034,50.8542309087049
"distance...127",32665,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.9899014806276,52.7191066590921,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",240950.442255593,-53.0963140258605,50.8988022942124
"distance...128",32666,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.9422682319032,52.6570129308615,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",233411.83745894,-53.1097063855672,50.893523576127
"distance...129",32667,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.9350702215991,52.2034688321642,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",191014.034834202,-53.438108984581,50.7632222583493
"distance...130",32668,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.9285519571905,53.2550700799537,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",218984.1014096,-52.2142620392068,54.3920973095369
"distance...131",32669,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.9281880403922,52.3242101768848,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",201972.124245144,-53.3448465900814,50.8003944042793
"distance...132",32670,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.9196993029476,52.727646059777,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",239133.644328344,-53.0422848830145,50.9200706100218
"distance...133",32671,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.8954644962337,52.1579061334377,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",185291.699768838,-53.4443950371364,50.7607119755128
"distance...134",32672,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.8713764620295,52.6496151694629,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",230087.510821145,-53.0668743926775,50.9103965791138
"distance...135",32673,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.8617861281689,52.5946674554133,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",224623.788578022,-53.1007793186741,50.8970425630756
"distance...136",32674,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.8425693164088,52.8545724600153,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",240681.176979778,-51.7721599661136,54.0013076573054
"distance...137",32675,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.795663107976,52.1920070517498,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",184714.752398174,-53.3510465395647,50.7979274019796
"distance...138",32676,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.7917445222346,52.1797524708771,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",183427.986666269,-53.3573283120325,50.7954272396549
"distance...139",32677,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.7686560797358,53.2152026475987,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",213240.402659422,-52.2142620392068,54.3920973095369
"distance...140",32678,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.7246830463931,52.7243431364519,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",231596.786352929,-52.911773837183,50.9712625255634
"distance...141",32679,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.6542914033087,52.1503224929329,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",175539.769799063,-53.2844263298434,50.8244051510506
"distance...142",32680,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.6505621532035,52.6322939982686,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",220284.711404699,-52.928764313936,50.9646127890444
"distance...143",32681,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.6504920251556,52.3870134484992,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",197440.422517412,-53.1086479689565,50.893940860002
"distance...144",32682,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.5869270826733,52.4173460280091,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",197902.351805321,-53.0427750357822,50.9198778635117
"distance...145",32683,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.5562144601218,52.5605042230841,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",210104.593282502,-52.9167675668858,50.9693085327761
"distance...146",32684,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.5332770112027,52.5638341748927,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",209566.395765119,-52.898574847264,50.9764253283814
"distance...147",32685,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.4816439812389,52.2434249971234,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",177774.446028029,-53.0974803950129,50.8983426681049
"distance...148",32686,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.4678935633572,52.7620854529282,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",220531.654132802,-51.2634906143345,53.1943150618141
"distance...149",32687,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.4421018259152,52.4812388759185,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",198491.578595163,-52.896371668982,50.9772868473905
"distance...150",32688,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.3959292692959,52.7052152856093,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",217448.863297365,-51.2634906143345,53.1943150618141
"distance...151",32689,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.3743575790272,52.8054633898814,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",213272.97875243,-51.2634906143345,53.1943150618141
"distance...152",32690,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.368931927362,52.4678626743931,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",194538.800334906,-52.8557251318885,50.9931678589395
"distance...153",32691,"X12082",791,"1994-04-04",4,"April",1994,"21:50","winter",-54.3623685798842,52.47717877738,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",195166.160382505,-52.8443851580456,50.9975940380773
"distance...154",33049,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.5163669033109,58.8606034469819,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",303135.728456703,-57.3005388789981,59.3112032949558
"distance...155",33050,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.461003652588,58.9314858116155,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",298488.71697688,-57.3005388789981,59.3112032949558
"distance...156",33051,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.4,58.117,"used",20,535349.48501,6441893.4189,158.380832148759,23.8951454324673,5,4.77902908649346,0.199126211937227,199.126211937227,0.0553128366492298,"19940404",319360.260232157,-57.1237382477894,58.8909592797079
"distance...157",33052,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.3868057383938,58.8657988603952,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",295699.221765868,-57.3005388789981,59.3112032949558
"distance...158",33053,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.3134681741085,58.7033854720461,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",295831.067345887,-57.3005388789981,59.3112032949558
"distance...159",33054,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.2975299869873,58.619205218435,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",297567.874551833,-57.3005388789981,59.3112032949558
"distance...160",33055,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.2663878826899,58.9274705681864,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",287549.948100394,-57.3005388789981,59.3112032949558
"distance...161",33056,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.2619793626216,58.9059811518417,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",287753.61013941,-57.3005388789981,59.3112032949558
"distance...162",33057,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.1729587254895,58.5727968320688,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",292248.65261863,-57.3005388789981,59.3112032949558
"distance...163",33058,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.1138201782736,58.9163740031791,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",279153.33743114,-57.3005388789981,59.3112032949558
"distance...164",33059,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.0701985308847,58.9085663248165,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",276857.614448553,-57.3005388789981,59.3112032949558
"distance...165",33060,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.0440451080202,58.6306679773625,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",283129.530579751,-57.3005388789981,59.3112032949558
"distance...166",33061,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-62.0308295973046,58.6562636972365,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",281549.330796546,-57.3005388789981,59.3112032949558
"distance...167",33062,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.9874899239129,58.4657254741443,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",285074.611597331,-57.211508376476,59.1010134977355
"distance...168",33063,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.9615479278116,58.2731320421549,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",289637.923972622,-57.1237382477894,58.8909592797079
"distance...169",33064,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.9204557622387,58.2198927250604,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",288998.390293606,-57.1237382477894,58.8909592797079
"distance...170",33065,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.9154885619047,58.6549227528496,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",275197.640673336,-57.3005388789981,59.3112032949558
"distance...171",33066,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.8278709325394,58.6050383970314,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",272064.797211947,-57.211508376476,59.1010134977355
"distance...172",33067,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.8114778466481,58.4063969618445,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",277219.699726118,-57.211508376476,59.1010134977355
"distance...173",33068,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.7240197584361,58.144972861118,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",280315.523667929,-57.0372023203657,58.681043405113
"distance...174",33069,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.7144014827307,58.7551221585757,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",260850.590611258,-57.3005388789981,59.3112032949558
"distance...175",33070,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.6748044774259,58.7387650668746,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",259143.493322447,-57.3005388789981,59.3112032949558
"distance...176",33071,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.5913808080454,58.6806951497821,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",256399.798751354,-57.3005388789981,59.3112032949558
"distance...177",33072,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.5854649900532,58.1891923310918,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",271214.398205559,-57.0372023203657,58.681043405113
"distance...178",33073,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.5426765922209,58.6277200575698,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",255364.896771556,-57.211508376476,59.1010134977355
"distance...179",33074,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.5385906251746,58.7641841703118,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",250783.312090912,-57.3005388789981,59.3112032949558
"distance...180",33075,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.5025853281105,58.3674779460043,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",260921.658789118,-57.1237382477894,58.8909592797079
"distance...181",33076,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.4977136178334,58.6541610883692,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",252138.853646168,-57.211508376476,59.1010134977355
"distance...182",33077,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.4895371991279,58.2342899237195,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",264363.426245248,-57.1237382477894,58.8909592797079
"distance...183",33078,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.4750736262909,58.7770635386285,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",246856.621220171,-57.3005388789981,59.3112032949558
"distance...184",33079,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.4523121879711,58.7518655920825,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",246368.163249213,-57.3005388789981,59.3112032949558
"distance...185",33080,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.4397612986872,58.7191539239898,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",246728.36759888,-57.3005388789981,59.3112032949558
"distance...186",33081,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.4364178061069,58.2289242173096,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",261581.618235554,-57.1237382477894,58.8909592797079
"distance...187",33082,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.4234973001991,58.6934381132678,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",246696.535168976,-57.3005388789981,59.3112032949558
"distance...188",33083,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.3768193698436,58.4611269609077,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",251195.041018193,-57.211508376476,59.1010134977355
"distance...189",33084,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.364081941814,58.0109055623868,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",264099.35163767,-57.0372023203657,58.681043405113
"distance...190",33085,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.3474050146925,58.2299210685172,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",256550.172371068,-57.0372023203657,58.681043405113
"distance...191",33086,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.3378610386699,57.7492375651054,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",270328.356158421,-56.8677318975661,58.2616374867023
"distance...192",33087,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.2466460723909,58.6731671988872,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",237470.937338832,-57.211508376476,59.1010134977355
"distance...193",33088,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.212431659722,57.6877286901656,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",264870.755582839,-56.8677318975661,58.2616374867023
"distance...194",33089,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.2116876742574,57.6021808995228,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",267579.160613612,-56.8677318975661,58.2616374867023
"distance...195",33090,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.2035824240552,58.4977889836154,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",240319.819096378,-57.211508376476,59.1010134977355
"distance...196",33091,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.2016018890024,58.4620375335736,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",241306.735288065,-57.1237382477894,58.8909592797079
"distance...197",33092,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.2009113622302,58.1336038692747,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",250885.538746345,-57.0372023203657,58.681043405113
"distance...198",33093,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.1957188056017,58.3151791428795,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",245216.502242595,-57.1237382477894,58.8909592797079
"distance...199",33094,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.0972902760863,58.5525662386817,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",232584.672460403,-57.211508376476,59.1010134977355
"distance...200",33095,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.0613893055734,58.0782988320744,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",244779.702087299,-57.0372023203657,58.681043405113
"distance...201",33096,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.0432104964025,58.212906516193,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",239629.25585657,-57.0372023203657,58.681043405113
"distance...202",33097,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-61.0402517385669,57.8990770729386,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",248764.66801686,-56.9518751300248,58.4712685866026
"distance...203",33098,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-60.9028543411354,57.9523116259565,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",239297.339543998,-56.9518751300248,58.4712685866026
"distance...204",33099,"X12086",795,"1994-04-04",4,"April",1994,"23:27","winter",-60.8190003291734,58.1426900795273,"available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19940404",229008.609603326,-57.0372023203657,58.681043405113
